"company_id","valuation","funding","select_investors"
990,1000000000,252000000,"""Accomplice, Juxtapose, FirstMark Capital"""
728,1000000000,252000000,"""Advantech Capital, Temasek Holdings Ltd., Tiantu Capital Co."""
415,2000000000,253000000,"""Brighton Park Capital, Blue Cloud Ventures, Workday Ventures"""
956,1000000000,253000000,"""China Investment Corporation, New Enterprise Associates"""
418,2000000000,253000000,"""Sequoia Capital, Y Combinator, F-Prime Capital"""
892,1000000000,254000000,"""Greylock Partners, Lux Capital, General Atlantic"""
991,1000000000,254000000,"""Google Ventures, Cathay Innovation, NJF Capital"""
1028,1000000000,255000000,"""Goldman Sachs, Insights Venture Partners, Pritzker Group Venture Capital"""
454,2000000000,255000000,"""Initialized Capital, Sound Ventures, TI Platform Management"""
400,2000000000,257000000,"""Felicis Ventures, Index Ventures, Blackbird Ventures"""
1042,1000000000,257000000,"""Silverton Partners, Accel, Ballast Point Ventures"""
753,1000000000,257000000,"""Dila Capital, Framework Ventures, 3L"""
911,1000000000,258000000,"""Paladin Capital Group, Greycroft, Scale Venture Partners"""
819,1000000000,258000000,"""Pritzker Group Venture Capital, Accel, Hyde Park Venture Partners"""
507,2000000000,259000000,"""Sierra Ventures, Battery Ventures, Asset Management Ventures"""
910,1000000000,259000000,"""B Capital Group,, GE Ventures, McKesson Ventures"""
756,1000000000,260000000,"""Javelin Venture Partners, Struck Capital, Alumni Ventures Group"""
480,2000000000,261000000,"""Index Ventures, Kleiner Perkins Caufield & Byers, Bessemer Venture Partners"""
405,2000000000,261000000,"""Redpoint Ventures, Providence Equity Partners, Silversmith Capital Partners"""
683,1000000000,262000000,"General Atlantic"
959,1000000000,263000000,"""NewAlpha, XAnge Private Equity, Tencent Holdings"""
954,1000000000,263000000,"""Optum Ventures, Qiming Venture Partners, Transformation Capital"""
203,4000000000,263000000,"""Norwest Venture Partners, Goldman Sachs, Dell Technologies Capital"""
170,4000000000,263000000,"Kuang-Chi"
698,1000000000,264000000,"""TLV Partners, Zeev Ventures, Bessemer Venture Partners"""
790,1000000000,264000000,"""Georgian Partners, Silver Lake, Presidio Ventures"""
962,1000000000,265000000,"""NFX, Plum Alley, Mayfield"""
865,1000000000,265000000,"""TLV Partners, Lightspeed Venture Partners, M12"""
461,2000000000,266000000,"""Forerunner Ventures, Institutional Venture Partners, Thrive Capital"""
670,1000000000,267000000,"""Alibaba Group, China Everbright Investment Management, Yinxinggu Capital"""
529,2000000000,268000000,"""Tencent Holdings, CRV, Clocktower Technology Ventures"""
634,1000000000,268000000,"""Source Code Capital, XVC Venture Capital, Hillhouse Capital Management"""
897,1000000000,269000000,"""Acero Capital, General Catalyst, M12"""
924,1000000000,269000000,"""Greylock Partners, Google Ventures, BlackRock"""
768,1000000000,271000000,"""Insight Partners, Salesforce Ventures, Perpetual Investors"""
707,1000000000,271000000,"""Y Combinator, S Capital, Tenaya Capital"""
673,1000000000,271000000,"""Max Ventures, Mangrove Capital Partners, 14W"""
1049,1000000000,271000000,"""Anthemis, Connect Ventures, Northzone Ventures"""
1017,1000000000,273000000,"""Atomico, NGP Capital, Google Ventures"""
856,1000000000,273000000,"""Sequoia Capital China, Lenovo Capital and Incubator, Group GSR Ventures"""
1007,1000000000,273000000,"""Green Bay Ventures, M12, Andreessen Horowitz"""
462,2000000000,274000000,"""Bessemer Venture Partners, Eight Roads Ventures, Battery Ventures"""
832,1000000000,274000000,"""Opus Capital, Genesis Partners, Battery Ventures"""
265,3000000000,274000000,"""Accel, Tiger Global Management, Nexus Venture Partners"""
485,2000000000,275000000,"""Greycroft, Lerer Hippeau, Geekdom Fund"""
490,2000000000,275000000,"""RedBird Capital Partners, CJ ENM, Tencent Holdings"""
723,1000000000,276000000,"""Marchmont Ventures, BMW i Ventures, Index Ventures"""
913,1000000000,277000000,"""Global Founders Capital, Shea Ventures, Greycroft"""
534,2000000000,277000000,"""ICONIQ Growth, Bain Capital Ventures, Summit Partners"""
494,2000000000,277000000,"""Knox Lane, Ainge Advisory, Carlson Private Capital Partners"""
849,1000000000,277000000,"""Bain Capital Tech Opportunities, Andreessen Horowitz, Sequoia Capital"""
908,1000000000,279000000,"""OLX Group, KCK Group, EXOR Seeds"""
264,3000000000,280000000,"""Fabric Ventures, AirTree Ventures, Temasek"""
550,2000000000,281000000,"Undisclosed"
778,1000000000,281000000,"""Qualcomm Ventures, Accel, Canaan Partners"""
624,1000000000,281000000,"""Ding Xiang Capital, New Hope Fund, Sino-Ocean Capital"""
958,1000000000,282000000,"""Accel Partners, Greylock Partners, Lowercase Capital"""
440,2000000000,282000000,"""Sequoia Capital, Index Ventures, S Capital"""
921,1000000000,283000000,"""IDG Capital, Northern Light Venture Capital, DCM Ventures"""
926,1000000000,284000000,"""Y Combinator, M12, SEEK"""
584,2000000000,285000000,"""A&NN, Rusnano"""
980,1000000000,285000000,"""Vertex Ventures SE Asia, Global Founders Capital, Visa Ventures"""
468,2000000000,285000000,"""V FUND, IDG Capital, Green Pine Capital Partners"""
709,1000000000,286000000,"""March Capital Partners, Temasek, Doha Venture Capital"""
138,5000000000,286000000,"""Ontario Teachers' Pension Plan, Goldman Sachs"""
719,1000000000,287000000,"""8VC, Bedrock Capital, Broom Ventures"""
505,2000000000,287000000,"Sequoia Capital"
811,1000000000,288000000,"""500 Global, Rakuten Ventures, Golden Gate Ventures"""
395,2000000000,289000000,"""Nyca Partners, Index Ventures, Technology Crossover Ventures"""
746,1000000000,291000000,"""Lightspeed Venture Partners, Dell Technologies Capital, Wipro Ventures"""
1052,1000000000,292000000,"""Accel, Tiger Global Management, Omidyar Network"""
806,1000000000,292000000,"""Lightspeed Venture Partners, Khosla Ventures, Munich Re Ventures"""
873,1000000000,292000000,"Woodford Investment Management"
966,1000000000,293000000,"""Aglae Ventures, Global Founders Capital, Alven Capital"""
545,2000000000,293000000,"""Magma Venture Partners, Pitango Venture Capital, Qumra Capital"""
912,1000000000,294000000,"""Innovation Endeavors, Aleph, Temasek"""
187,4000000000,294000000,"""First Round Capital, Sequoia Capital, Index Ventures"""
47,10000000000,294000000,"""IDG Capital, Venture51, Lightspeed Venture Partners"""
868,1000000000,294000000,"""Lerer Hippeau, Munich Re Ventures, Eclipse Ventures"""
671,1000000000,294000000,"""Redpoint Ventures, Norwest Venture Partners, Sierra Ventures"""
521,2000000000,295000000,"""Venrock, CVF Capital Partners, ARCH Venture Partners"""
591,2000000000,296000000,"""Rethink Impact, Work-Bench, RRE Ventures"""
593,2000000000,296000000,"""Khosla Ventures, Green Innovations, Founders Fund"""
84,7000000000,297000000,"""TA Associates, SoftBank Group, GS Growth"""
459,2000000000,298000000,"""Alta Partners, General Catalyst, Jove Equity Partners"""
514,2000000000,298000000,"""Zhangjiang Haocheng Venture Capital, Walden International, Intel Capital"""
425,2000000000,299000000,"""General Catalyst, Origin Ventures, Fontinalis Partners"""
561,2000000000,299000000,"""K9 Ventures, Menlo Ventures, Andreessen Horowitz"""
303,3000000000,299000000,"""AME Cloud Ventures, Future Perfect Ventures, Blockchain Capital"""
914,1000000000,299000000,"""Accel, 14W, GS Growth"""
957,1000000000,299000000,"""Scale Venture Partners, Bond, Tiger Global Management"""
368,2000000000,29000000,"""L Catterton, Franklin Templeton, First Light Capital Group"""
204,4000000000,2000000000,"""Blackstone, ICONIQ Growth, General Atlantic"""
14,25000000000,2000000000,"""Forerunner Ventures, Crosslink Capital, Homebrew"""
1010,1000000000,2000000000,"""Target Global, UBS Asset Management, Mubadala Capital"""
10,33000000000,2000000000,"""index Ventures, DST Global, Ribbit Capital"""
220,4000000000,2000000000,"""HD Capital, Qihoo 360 Technology, China Fortune Land Development"""
615,1000000000,2000000000,"""CreditEase Fintech Investment Fund, BMW i Ventures, SoftBank Group"""
6,40000000000,2000000000,"""Tiger Global Management, Insight Partners, DST Global"""
3,95000000000,2000000000,"""Khosla Ventures, LowercaseCapital, capitalG"""
34,12000000000,2000000000,"""Tiger Global Management, Sequoia Capital, Revo Capital"""
12,32000000000,2000000000,"""Sequoia Capital, Thoma Bravo, Softbank"""
657,1000000000,2000000000,"""Ant Financial Services Group, GGV Capital"""
169,4000000000,2000000000,"""SoftBank Group, General Atlantic"""
2,100000000000,2000000000,"""Tiger Global Management, Sequoia Capital China, Shunwei Capital Partners"""
26,13000000000,2000000000,"""Andreessen Horowitz, F-Prime Capital, Venrock"""
93,7000000000,2000000000,"""Sequoia Capital China, Warburg Pincus, General Catalyst"""
176,4000000000,2000000000,"""Hillhouse Capital Management, Linear Venture, Morningside Venture Capital"""
86,7000000000,2000000000,"""Khosla Ventures, Horizons Ventures, Temasek Holdings"""
66,9000000000,2000000000,"""DST Global, SoftBank Group, Mountain Nazca"""
64,9000000000,2000000000,"""SoftBank Group, Greylock Partners, Gaorong Capital"""
62,9000000000,2000000000,"""SBI Investment Korea, Partners Investment, GIC"""
60,10000000000,2000000000,"""Upper90, RiverPark Ventures, Advent International"""
71,8000000000,2000000000,"""Kaalari Capital, Tencent Holdings, Steadview Capital"""
640,1000000000,2000000000,"""SoftBankGroup, Blackrock, Alibaba Group"""
56,10000000000,2000000000,"""MindWorks Ventures, Shunwei Capital Partners, Xiang He Capital"""
76,8000000000,2000000000,"""Sutter Hill Ventures, Liberty Global Ventures, Coatue Management"""
83,8000000000,2000000000,"""Bloomberg Beta, Founders Fund, First Round Capital"""
149,5000000000,2000000000,"""DST Global, Andreessen Horowitz, Sequoia Capital, Redpoint e.ventures"""
67,9000000000,2000000000,"""Redalpine Venture Partners, Earlybird Venture Capital, Valar Ventures"""
155,5000000000,2000000000,"Credit Suisse"
103,6000000000,2000000000,"""Alibaba Group, Boyu Capital, Borui Capital"""
523,2000000000,300000000,"""Sixth Street Partners, Declaration Partners, Maverick Ventures Israel"""
789,1000000000,300000000,"""IDG Capital, ZhenFund, Sequoia Capital China"""
961,1000000000,300000000,"""Morningside Venture Capital, IDG Capital, DCM Ventures"""
854,1000000000,300000000,"""KKR, Alibaba Group, Ping An Insurance"""
554,2000000000,300000000,"""Lightspeed Venture Partners, Almaz Capital Partners, Altimeter Capital"""
522,2000000000,301000000,"""Tiger Global Management, Sequoia Capital India, Ribbit Capital"""
935,1000000000,302000000,"""Fosun RZ Capital, Oceanwide Holdings, Shenzhen Qianhe Capital Management Co."""
552,2000000000,302000000,"""Deciens Capital, Bezos Expeditions, 500 Startups"""
687,1000000000,303000000,"""Refactor Capital, Andreessen Horowitz, Fifty Years Fund"""
815,1000000000,304000000,"""HV Capital, Softbank Group, BlackRock"""
895,1000000000,305000000,"""American Family Ventures, Cox Enterprises, OMERS Ventures"""
510,2000000000,305000000,"""Viola Ventures, Insight Partners, ClalTech, Goldman Sachs"""
531,2000000000,305000000,"""Lightspeed Venture Partners, Sapphire Ventures, Kleiner Perkins Caufield & Byers"""
949,1000000000,306000000,"""TAL Education Group, Legend Star, Alibaba Group"""
833,1000000000,307000000,"""Insight Partners, e.ventures, General Atlantic"""
650,1000000000,307000000,"""Dark Horse Technology Group, Hopu Investment Management, Kefa Capital"""
1057,1000000000,308000000,"""Accel Partners, Comcast Ventures, General Atlantic"""
785,1000000000,309000000,"""Accel, Greycroft, Advancit Capital"""
408,2000000000,310000000,"""Scale Venture Partners, Sapphire Ventures, Battery Ventures"""
1015,1000000000,310000000,"""Speedinvest, Valar Ventures, Uniqa Ventures"""
642,1000000000,310000000,"""N5 Capital, CR Capital Mgmt, JD Digits"""
617,1000000000,310000000,"SoftBank Group"
779,1000000000,310000000,"""L'Occitane, Trifecta Capital, Bessemer Venture Partners"""
475,2000000000,311000000,"""MMC Ventures, BGF Ventures, Unilever Ventures"""
349,3000000000,311000000,"""Fabric Ventures, 500 Global, Standard Crypto"""
272,3000000000,313000000,"""CRV, Accel, Google Ventures"""
708,1000000000,314000000,"""BlackRock, Tengelmann Ventures, Holtzbrinck Ventures"""
916,1000000000,314000000,"""L Catterton, Trellis Partners, Vista Equity Partners"""
289,3000000000,314000000,"""Andreessen Horowitz, IA Ventures, Felicis Ventures"""
675,1000000000,314000000,"""Index Ventures, Eight Roads Ventures, General Atlantic"""
266,3000000000,314000000,"""Coatue Managemeny, Trinity Ventures, Matrix Partners"""
784,1000000000,315000000,"""Newpath Partners, Google Ventures, F-Prime Capital"""
471,2000000000,315000000,"""Threshold Ventures, Baseline Ventures, Harrison Metal"""
622,1000000000,315000000,"""QiMing Venture Partners, Temasek Holdings, Silverlink Capital"""
574,2000000000,315000000,"""SoftBank Group, Maverick Capital"""
766,1000000000,317000000,"""Advent International, Battery Ventures, Sequoia Capital Israel"""
693,1000000000,318000000,"""Signal Peak Ventures, Owl Ventures, Jump Capital"""
390,2000000000,320000000,"""GreatPoint Ventures, Meritech Capital Partners, PayPal Ventures"""
413,2000000000,320000000,"""Redpoint e.ventures, Valor Capital Group, SoftBank Latin America Fund"""
684,1000000000,323000000,"""Left Lane Capital, Clocktower Technology Ventures, Jump Capital"""
801,1000000000,323000000,"""General Catalyst, Bling Capital, Felicis Ventures"""
748,1000000000,324000000,"""Mitsubishi Corporation, Mayfair Equity Partners"""
206,4000000000,324000000,"""Tiger Global Management, American Express Ventures, B Capital Group"""
752,1000000000,325000000,"""Andreessen Horowitz, Prosus Ventures, Thrive Capital"""
820,1000000000,325000000,"""BlueRun Ventures, Grand Flight Investment, Meituan Dianping"""
965,1000000000,325000000,"""Silicon Valley Bank, QED Investors, European Founders Fund"""
448,2000000000,325000000,"""TPG Growth, Goldman Sachs"""
902,1000000000,325000000,"""Bessemer Venture Partners, Pitango Venture Capital, D1 Capital Partners"""
1036,1000000000,326000000,"""Index Ventures, IDInvest Partners, Daphni"""
304,3000000000,326000000,"""Thrive Capital, Founders Fund, Cocnord Health Partners"""
325,3000000000,328000000,"""Tiger Global Management, Tiger Brokers, DCM Ventures"""
1019,1000000000,328000000,"""Andreessen Horowitz, Homebrew, Point72 Ventures"""
690,1000000000,328000000,"""KKR, Aspenwood Ventures, Spark Capital"""
636,1000000000,329000000,"""Durable Capital Partners, Cercano Management, T. Rowe Price"""
342,3000000000,329000000,"""Khosla Ventures, Thrive Capital, Y Combinator"""
343,3000000000,330000000,"""Uncork Capital, Threshold Ventures, Bloomberg Beta"""
933,1000000000,330000000,"Ginko Ventures"
1011,1000000000,330000000,"""KKR, FTV Capital, Ten Eleven Ventures"""
1062,1000000000,330000000,"""SAIF Partners China, Baidu, IDG Capital"""
428,2000000000,331000000,"""Norwest Venture Partners, Accel, Tiger Global Management"""
1021,1000000000,331000000,"""Hyde Park Venture Partners, FundersClub, Bain Capital Ventures"""
332,3000000000,333000000,"""Balderton Capital, General Catalyst, Tiger Global Management"""
950,1000000000,333000000,"""Horizons Ventures, Sequoia Capital India, Alpha JWC Ventures"""
54,10000000000,333000000,"""Index Ventures, Greylock Partners, Kleiner Perkins Caufield & Byers"""
308,3000000000,334000000,"""Accel, Sequoia Capital, Y Combinator"""
493,2000000000,334000000,"""Accel, Alven Capital, Storm Ventures"""
237,4000000000,335000000,"""Accel, Silversmith Capital Partners, capitalG"""
730,1000000000,335000000,"""Bessemer Venture Partners, Menlo Ventures, Anthermis"""
741,1000000000,336000000,"""Chromo Invest, Maersk Growth, BlackRock"""
960,1000000000,336000000,"""Flybridge Capital Partners, SoftBank Group, Monashees+"""
1038,1000000000,336000000,"""Matrix Partners, Passport Capital, Rho Ventures"""
780,1000000000,337000000,"""Kinnevik, Softbank Group, Prosus Ventures"""
774,1000000000,337000000,"""Flagship Pioneering, Alexandria Venture Investments, Investment Corporation of Dubai"""
936,1000000000,337000000,"""Wing Venture Capital, Slow Ventures, Uncork Capital"""
351,3000000000,339000000,"""Tiger Global Management, Insight Partners, Jump Capital"""
602,2000000000,339000000,"""Gauss Ventures, Ventura Capital, dmg ventures"""
802,1000000000,339000000,"""Pelion Venture Partners, Foundation Capital, Thoma Bravo"""
794,1000000000,33000000,"CDIB Capital"
381,2000000000,340000000,"Hinduja Group"
1025,1000000000,340000000,"""Andreessen Horowitz, Andreessen Horowitz, Institutional Venture Partners, Accel"""
831,1000000000,340000000,"""Accelm Scania Growth Capital, Lakestar"""
429,2000000000,340000000,"""Sodexo Ventures, SoftBank Group"""
547,2000000000,341000000,"""Ignition Partners, Formation 8, CRV"""
568,2000000000,342000000,"""CRV, Blue Cloud Ventures, Index Ventures"""
57,10000000000,343000000,"""Index Ventures, Draft Ventures, Felicis Ventures"""
628,1000000000,344000000,"Advent International"
517,2000000000,345000000,"""Plug and Play Ventures, Valor Capital Group, DST Global"""
777,1000000000,345000000,"""SoftBank Latin America Fund, Advent International, Balderton Capital"""
827,1000000000,346000000,"""Auriga, Galeo Ventures, Highland Europe"""
786,1000000000,347000000,"""Madrona Venture Group, Kleiner Perkins Caufield & Byers, Highland Capital Partners"""
528,2000000000,349000000,"""FirstMark Capital, Tiger Global Management, ICONIQ Capital"""
210,4000000000,350000000,"""Vista Equity Partners, Wincove, TDR Capital"""
917,1000000000,350000000,"""SCB 10X, Krungsri Finnovate, eWTP Capital"""
328,3000000000,351000000,"""ICONIQ Capital, OpenView Venture Partners"""
508,2000000000,351000000,"""Fashion Tech Lab, Fidelity Investments, Vast Ventures"""
192,4000000000,352000000,"""Andreessen Horowitz, Lux Capital, General Catalyst"""
994,1000000000,352000000,"""Sequoia Capital China, Shunwei Capital Partners, Qualgro"""
877,1000000000,352000000,"""Accel, Sands Capital, International Finance Corporation"""
646,1000000000,352000000,"""IA Ventures, Khosla Ventures, AME Cloud Ventures"""
589,2000000000,356000000,"""Viola Ventures, Dell Technologies Capital, Bain Capital Ventures"""
278,3000000000,357000000,"""Contour Venture Partners, Battery Ventures, Core Capital Partners"""
474,2000000000,358000000,"""DataTribe, Energy Impact Partners, AllegisCyber Capital"""
918,1000000000,359000000,"""Prometheus Capital, Matrix Partners China, JD Capital Management"""
323,3000000000,360000000,"""Silversmith Capital Partners, Susquehanna Growth Equity, Tiger Global Management"""
729,1000000000,361000000,"""Qiming Venture Partners, China Internet Investment Fund, Qualcomm Ventures"""
835,1000000000,361000000,"""Draper Fisher Jurtson, Qualcomm Ventures, Alibaba Group"""
680,1000000000,362000000,"""China Grand Prosperity Investment, CSC Group"""
927,1000000000,362000000,"""TDK Ventures, Social Capital, D1 Capital Partners"""
467,2000000000,364000000,"""Index Ventures, Temasek, Portag3 Ventures"""
535,2000000000,365000000,"""Khosla Ventures, Bain Capital Ventures, Lightspeed Venture Partners"""
773,1000000000,365000000,"""FirstMark Capital, Tiger Global Management, FTX Venture"""
596,2000000000,365000000,"""Blackrock, capitalG, World Lab Innovation"""
267,3000000000,366000000,"""Sutter Hill Ventures, Osage University Partners, Spark Capital"""
208,4000000000,367000000,"""Addition, Benhcmark, Accel"""
702,1000000000,368000000,"""New Enterprise Associates, Tiger Global management, Tencent"""
648,1000000000,369000000,"""Qiming Venture Partners, China Broadband Capital, CDH Investments"""
1003,1000000000,370000000,"""Wellington Management, Eurazeo, Citi Ventures"""
412,2000000000,370000000,"""Kaszek Ventures, SOSV, Tiger Global Management"""
558,2000000000,370000000,"""Andreessen Horowitz, Caffeinated Capital, SciFi VC"""
1029,1000000000,371000000,"""Andreessen Horowitz, Triangle Peak Partners, Ignition Partners"""
158,5000000000,371000000,"""Eight Roads Ventures, Greycroft, Ignition Partners"""
536,2000000000,371000000,"""VY Capital, Accel, Elevation Capital"""
598,2000000000,373000000,"""Caffeinated Capital, Obvious Ventures, Venrock"""
512,2000000000,374000000,"""Founders Fund, Khosla Ventures, Goldman Sachs"""
39,11000000000,376000000,"""LTW Capital, Legend Capital, Qualcomm Ventures"""
1037,1000000000,376000000,"""Prime Movers Lab, Khosla Ventures, I Squared Capital"""
431,2000000000,376000000,"""Sequoia Capital India, RTP Global, Go-Ventures"""
739,1000000000,378000000,"""Kaszek Ventures, QED Investors, International Finance Corporation"""
499,2000000000,378000000,"""Pantera Capital, QED Investors, Coinbase Ventures"""
207,4000000000,379000000,"""General Atlantic, Blackstone, ICONIQ Growth"""
1069,1000000000,379000000,"""K2 Ventures, Matrix Partners China, IDG Capital"""
307,3000000000,379000000,"""M12, WestBridge Capital, Lightspeed Venture Partners"""
437,2000000000,380000000,"""March Capital Partners, HOF Capital, Emergence Capital Partners"""
787,1000000000,380000000,"""Partech Partners, Index Ventures, Quadrille Capital"""
392,2000000000,381000000,"""Spark Capital, Google Ventures, CRE Venture Capital"""
182,4000000000,381000000,"""Matrix Partners, Initialized Capital, Tiger Global Management"""
401,2000000000,381000000,"""Insight Partners, Kibo Ventures, Bessemer Venture Partners"""
555,2000000000,381000000,"""Alta Ventures Mexico, General Atlantic, SoftBank Group"""
713,1000000000,382000000,"""Simon Equity Partners, Wavemaker Partners, Anthem Venture Partners"""
772,1000000000,382000000,"""GGV Capital, BlackRock, ACE & Company"""
700,1000000000,384000000,"""Helion Venture Partners, Tiger Global management, CRV"""
442,2000000000,386000000,"""OMERS Private Equity, T. Rowe Price, Technology Crossover Ventures"""
663,1000000000,388000000,"""Matrix Partners China, Sequoia Capital China, Genesis Capital"""
1068,1000000000,389000000,"""Matrix Partners China, Sequoia Capital China, Hundreds Capital"""
722,1000000000,390000000,"""Menlo Ventures, Resolute Ventures, IA Ventures"""
444,2000000000,390000000,"""Norwest Venture Partners, Aspect Ventures, Lightspeed Venture Partners"""
888,1000000000,390000000,"""Valor Capital Group, Lightrock, Softbank Group"""
366,2000000000,390000000,"""Trustbridge Partners, Hony Capital, IDG Capital"""
915,1000000000,391000000,"""Bertelsmann Asia Investments, Sequoia Capital China, NIO Capital"""
339,3000000000,393000000,"""Tiger Global Management, Sequoia Capital India, Ribbit Capital"""
656,1000000000,393000000,"""Astanor Ventures, Upfront Ventures, IDInvest Partners"""
659,1000000000,394000000,"""Geely, SIG Asia Investments, China State Capital Venture Capital Fund"""
631,1000000000,394000000,"""Warburg Pincus, Summit Partners, Sands Capital"""
275,3000000000,395000000,"""Vertex Ventures Israel, Bessemer Venture Partners, Emerge"""
807,1000000000,396000000,"""China Reform Fund, Gaopeng Capital, Jinhui Xingye"""
985,1000000000,396000000,"""Lakestar, Battery Ventures, New Enterprise Associates"""
466,2000000000,397000000,"""IMM Investment, NXC"""
524,2000000000,397000000,"""Foundation Capital, Institutional Venture Partners, General Catalyst"""
296,3000000000,398000000,"""BOLDstart Ventures, Lerer Hippeau, Kenetic Capital"""
735,1000000000,399000000,"""SignalFire, GLP Capital Partners, Google Ventures"""
309,3000000000,399000000,"""Thrive Capital, Alliance Consumer Growth, Imaginary Ventures"""
577,2000000000,3000000000,"""Obvious Ventures, Qualcomm Ventures, Andreessen Horowitz"""
23,15000000000,3000000000,"""Accel, Softbank Group, Anthos Capital"""
105,6000000000,3000000000,"""IDG Capital, Bank Of China Group Investment,, SDIC CMC Investment Management"""
9,38000000000,3000000000,"""Andreessen Horowitz, New Enterprise Associates, Battery Ventures"""
46,10000000000,3000000000,"""Sequoia Capital China, Xiang He Capital, GGV Capital"""
7,39000000000,3000000000,"""Khosla Ventures, Kleiner Perkins Caufield & Byers, Collaborative Fund"""
48,10000000000,3000000000,"""SoftBank Group, Sequoia Capital India,Lightspeed India Partners"""
502,2000000000,400000000,"""Andreessen Horowitz, Google Ventures, Section 32"""
28,13000000000,400000000,"""General Catalyst, Institutional Venture Partners, Breyer Capital"""
516,2000000000,401000000,"""Sequoia Capital China, Banyan Capital"""
438,2000000000,401000000,"""Menlo Ventures, GGV Capital, Flybridge Capital Partners"""
501,2000000000,402000000,"""Expa, QED Investors, Foundation Capital"""
473,2000000000,403000000,"""Alta Partners, Questa Capital, Echo Health Venturesl"""
465,2000000000,403000000,"""Yabeo Capital, SBI Investment, Vulcan Capital"""
1044,1000000000,403000000,"""British Patient Capital, SEB Venture Capital, IQ Capital"""
818,1000000000,404000000,"""Khosla Ventures, General Catalyst, Blumberg Capital"""
195,4000000000,404000000,"""NextView Ventures, Promus Ventures, Two Sigma Ventures"""
125,6000000000,405000000,"""Pine Brook, American Express Ventures, Kleiner Perkins Caufield & Byers"""
885,1000000000,406000000,"""Franklin Templeton, Motive Partners, Apollo Global Management"""
689,1000000000,407000000,"""Seaya Ventures, Otter Rock Capital, Rakuten"""
288,3000000000,407000000,"""Sequoia Capital, Google Ventures, Accel"""
280,3000000000,407000000,"""Foundry Group, General Atlantic, BlackRock"""
843,1000000000,408000000,"""Bain Capital, Altos Ventures, Songhyun Investment"""
256,3000000000,408000000,"""Goldman Sachs, VebVentures, Insight Partners"""
582,2000000000,408000000,"""Eight Roads Ventures, One Peak Partners, Creandum"""
745,1000000000,408000000,"""LocalGlobe, Kinnevik, Felix Capital"""
559,2000000000,410000000,"""Lightspeed Venture Partners, Redpoint Ventures, Norwest Venture Partners"""
590,2000000000,410000000,"""Japan Post Capital, Globis Capital Partners, Atomico"""
124,6000000000,412000000,"""Thrive Capital, Benchmark, MenloVentures"""
233,4000000000,413000000,"""Index Ventures, Thrive Capital, CRV"""
209,4000000000,414000000,"""Andreessen Horowitz, Amplify Partners, Sequoia Capital"""
284,3000000000,414000000,"""Index Ventures, Coatue Management, Andreessen Horowitz"""
119,6000000000,415000000,"""Battery Ventures, Storm Ventures, Redpoint Ventures"""
1016,1000000000,416000000,"""Fasanara Capital, Tiger Global Management, Baleen Capital"""
291,3000000000,417000000,"KKR"
371,2000000000,417000000,"""Oak HC/FT Partners, GF Investments, Harvey Golub Family Office"""
488,2000000000,417000000,"""Google Ventures, Index Ventures, Scale Venture Partners"""
245,3000000000,418000000,"Rhone Capital"
435,2000000000,419000000,"""T. Rowe Price, Lockheed Martin Ventures, Fidelity Investment"""
346,3000000000,419000000,"""Accel, Summit Partners, Google Ventures"""
445,2000000000,421000000,"""Insight Venture Partners, ICONIQ Capital, Launchpad Venture Group"""
539,2000000000,422000000,"""Global Founders Capital, Aglae Ventures, Alven Capital"""
500,2000000000,422000000,"""Bain Capital Ventures, Sixth Street Growth, Lightspeed Venture Partners"""
497,2000000000,423000000,"""Softbank Group, AME Cloud Ventures, SignalFire"""
99,7000000000,424000000,"""Morgan Creek Digital, Marcy Venture Partners, 10T Fund"""
981,1000000000,424000000,"""General Atlantic, Elevation Capital, BEENEXT"""
159,5000000000,425000000,"""Insight Partners, Andalusian Capital Partners"""
150,5000000000,426000000,"""Venrock, Battery Ventures, Insight Partners"""
710,1000000000,426000000,"""Goodwater Capital, Entree Capital, Valar Ventures"""
348,3000000000,427000000,"""Jackson Square Ventures, General Atlantic, Lightspeed Venture Partners"""
27,13000000000,427000000,"""Andreessen Horowitz, Thirty Five Ventures, Sound Ventures"""
776,1000000000,427000000,"""Jungle Ventures, Helion Venture Partners, INGKA Investments"""
145,5000000000,428000000,"""Creandum, Founders, Kinnevik"""
775,1000000000,430000000,"""GGV Capital, Tiger Global Management, Greycroft"""
385,2000000000,431000000,"""Mithril, iNovia Capital, Foundry Group"""
597,2000000000,432000000,"""ClalTech, Vertex Ventures, Oryzn Capital"""
685,1000000000,432000000,"Taigang Venture Capital"
112,6000000000,433000000,"""Nexus Venture Partners, CRV, Insight Partners"""
829,1000000000,433000000,"The Carlyle Group"
553,2000000000,433000000,"""Highland Capital Partners, Oak HC/FT Partners, Emergence Capital Partners"""
492,2000000000,434000000,"""Goodwater Capital, Warburg Pincus, GS Growth"""
183,4000000000,434000000,"""Kleiner Perkins Caufield & Byers, Lightspeed Venture Partners, True Ventures"""
188,4000000000,435000000,"""Airbus Ventures, Index Ventures, Advent International"""
402,2000000000,435000000,"""Kalaari Capital, Norwest Venture Partners, Prosus Ventures"""
419,2000000000,435000000,"""Fifty Years Fund, Refactor Capital, Temasek"""
715,1000000000,436000000,"""Bessemer Venture Partners, Vintage Investment Partners, Blumberg Capital"""
543,2000000000,438000000,"""DCM Ventures, IDG Capital, Siam Commercial Bank"""
