"company_id","date_joined","year_founded"
437,"2021-05-19T00:00:00.000Z",2014
787,"2021-07-01T00:00:00.000Z",2019
392,"2021-09-29T00:00:00.000Z",2014
182,"2021-07-13T00:00:00.000Z",2017
401,"2021-10-26T00:00:00.000Z",2011
555,"2021-06-10T00:00:00.000Z",2012
713,"2021-10-21T00:00:00.000Z",2014
772,"2021-09-14T00:00:00.000Z",2013
700,"2021-04-08T00:00:00.000Z",2011
442,"2021-04-27T00:00:00.000Z",2008
663,"2021-05-11T00:00:00.000Z",2002
1068,"2021-03-29T00:00:00.000Z",2011
722,"2021-04-15T00:00:00.000Z",2011
444,"2021-06-01T00:00:00.000Z",2013
888,"2021-10-21T00:00:00.000Z",2015
366,"2021-02-07T00:00:00.000Z",2015
915,"2021-04-14T00:00:00.000Z",2019
339,"2021-04-07T00:00:00.000Z",2017
656,"2019-02-21T00:00:00.000Z",2011
659,"2020-10-26T00:00:00.000Z",2016
631,"2017-05-10T00:00:00.000Z",2010
275,"2021-03-01T00:00:00.000Z",2017
807,"2019-12-16T00:00:00.000Z",2014
985,"2018-10-23T00:00:00.000Z",2013
466,"2015-09-09T00:00:00.000Z",2009
524,"2020-10-27T00:00:00.000Z",2016
296,"2021-09-21T00:00:00.000Z",2016
735,"2021-10-20T00:00:00.000Z",2015
309,"2021-04-09T00:00:00.000Z",2019
577,"2014-10-21T00:00:00.000Z",2010
23,"2020-10-08T00:00:00.000Z",2013
105,"2020-06-08T00:00:00.000Z",2018
9,"2019-02-05T00:00:00.000Z",2013
46,"2018-07-18T00:00:00.000Z",2014
7,"2014-12-30T00:00:00.000Z",2012
48,"2018-09-25T00:00:00.000Z",2012
502,"2020-10-06T00:00:00.000Z",2011
28,"2019-10-10T00:00:00.000Z",2009
516,"2018-03-08T00:00:00.000Z",2012
438,"2021-09-13T00:00:00.000Z",2013
501,"2021-04-27T00:00:00.000Z",2015
473,"2021-03-03T00:00:00.000Z",2013
465,"2021-07-13T00:00:00.000Z",2016
1044,"2021-11-29T00:00:00.000Z",2014
818,"2021-11-30T00:00:00.000Z",2013
195,"2020-10-28T00:00:00.000Z",2012
125,"2020-11-10T00:00:00.000Z",2018
885,"2022-01-11T00:00:00.000Z",2009
689,"2018-01-22T00:00:00.000Z",2011
288,"2021-05-11T00:00:00.000Z",2016
280,"2021-09-13T00:00:00.000Z",2012
843,"2020-10-16T00:00:00.000Z",2012
256,"2019-09-18T00:00:00.000Z",2003
582,"2021-06-17T00:00:00.000Z",2007
745,"2022-01-12T00:00:00.000Z",2015
559,"2021-01-06T00:00:00.000Z",2015
590,"2019-08-05T00:00:00.000Z",2012
124,"2021-04-14T00:00:00.000Z",2012
233,"2020-09-02T00:00:00.000Z",2013
209,"2021-06-30T00:00:00.000Z",2016
284,"2021-01-06T00:00:00.000Z",1999
119,"2021-01-12T00:00:00.000Z",2013
1016,"2022-02-23T00:00:00.000Z",2019
291,"2020-04-28T00:00:00.000Z",2009
371,"2020-06-17T00:00:00.000Z",2015
488,"2019-04-23T00:00:00.000Z",2013
245,"2017-08-23T00:00:00.000Z",2004
435,"2021-03-25T00:00:00.000Z",2017
346,"2020-04-07T00:00:00.000Z",2014
445,"2019-04-02T00:00:00.000Z",2007
539,"2022-01-10T00:00:00.000Z",2019
500,"2022-02-23T00:00:00.000Z",2009
497,"2018-11-01T00:00:00.000Z",2015
99,"2021-11-19T00:00:00.000Z",2015
981,"2021-11-23T00:00:00.000Z",2014
159,"2020-01-26T00:00:00.000Z",2011
150,"2021-03-30T00:00:00.000Z",2013
710,"2021-02-03T00:00:00.000Z",2015
348,"2018-12-18T00:00:00.000Z",2010
27,"2021-07-20T00:00:00.000Z",2017
776,"2022-02-08T00:00:00.000Z",2015
145,"2021-07-06T00:00:00.000Z",2015
775,"2021-12-02T00:00:00.000Z",2021
385,"2015-10-07T00:00:00.000Z",2009
597,"2021-06-08T00:00:00.000Z",2016
685,"2019-06-27T00:00:00.000Z",2015
112,"2020-06-11T00:00:00.000Z",2014
829,"2020-11-12T00:00:00.000Z",2010
553,"2021-04-20T00:00:00.000Z",2015
492,"2021-12-10T00:00:00.000Z",2013
183,"2021-05-12T00:00:00.000Z",2014
188,"2020-10-21T00:00:00.000Z",2016
402,"2022-02-07T00:00:00.000Z",2016
419,"2021-09-10T00:00:00.000Z",2016
715,"2021-03-18T00:00:00.000Z",2011
543,"2022-02-15T00:00:00.000Z",2014
923,"2018-11-21T00:00:00.000Z",2015
638,"2021-03-01T00:00:00.000Z",2015
660,"2017-11-30T00:00:00.000Z",2011
199,"2021-03-04T00:00:00.000Z",2016
525,"2020-02-07T00:00:00.000Z",2010
458,"2015-06-16T00:00:00.000Z",2006
236,"2021-10-13T00:00:00.000Z",2015
90,"2020-08-04T00:00:00.000Z",2017
108,"2021-01-06T00:00:00.000Z",2011
575,"2021-07-12T00:00:00.000Z",2015
767,"2021-10-13T00:00:00.000Z",2008
984,"2022-02-23T00:00:00.000Z",2011
548,"2015-09-16T00:00:00.000Z",2006
238,"2022-03-22T00:00:00.000Z",2021
532,"2021-01-13T00:00:00.000Z",2010
562,"2022-01-17T00:00:00.000Z",2015
453,"2021-03-31T00:00:00.000Z",2015
699,"2021-03-26T00:00:00.000Z",1984
557,"2021-11-22T00:00:00.000Z",2017
808,"2021-10-28T00:00:00.000Z",2016
759,"2021-09-08T00:00:00.000Z",2020
357,"2022-04-05T00:00:00.000Z",2018
922,"2022-03-07T00:00:00.000Z",2018
905,"2019-10-16T00:00:00.000Z",2012
300,"2021-05-13T00:00:00.000Z",2015
151,"2021-06-10T00:00:00.000Z",2020
976,"2021-07-19T00:00:00.000Z",2012
268,"2022-02-23T00:00:00.000Z",2016
406,"2021-06-10T00:00:00.000Z",2014
298,"2021-06-30T00:00:00.000Z",2019
179,"2021-04-20T00:00:00.000Z",2011
242,"2021-05-17T00:00:00.000Z",2015
387,"2021-01-05T00:00:00.000Z",2018
496,"2021-06-07T00:00:00.000Z",2011
336,"2021-03-09T00:00:00.000Z",2016
727,"2019-09-06T00:00:00.000Z",2016
560,"2019-06-20T00:00:00.000Z",2007
318,"2020-01-07T00:00:00.000Z",2006
581,"2021-11-01T00:00:00.000Z",2015
18,"2022-01-05T00:00:00.000Z",2011
193,"2020-02-12T00:00:00.000Z",2006
358,"2021-06-01T00:00:00.000Z",2012
757,"2022-01-21T00:00:00.000Z",2018
302,"2020-05-05T00:00:00.000Z",2015
311,"2019-05-20T00:00:00.000Z",2014
1013,"2021-12-21T00:00:00.000Z",2016
537,"2021-12-16T00:00:00.000Z",2012
326,"2021-12-15T00:00:00.000Z",2017
190,"2019-04-16T00:00:00.000Z",2011
955,"2021-10-05T00:00:00.000Z",2015
24,"2021-02-17T00:00:00.000Z",2011
133,"2015-08-18T00:00:00.000Z",2012
1067,"2021-12-06T00:00:00.000Z",2008
197,"2020-09-23T00:00:00.000Z",2015
213,"2019-06-26T00:00:00.000Z",2016
533,"2022-01-06T00:00:00.000Z",2016
721,"2021-06-15T00:00:00.000Z",2015
276,"2021-03-03T00:00:00.000Z",2012
347,"2021-07-13T00:00:00.000Z",2016
59,"2018-10-03T00:00:00.000Z",2011
486,"2021-05-25T00:00:00.000Z",2015
142,"2021-01-04T00:00:00.000Z",2013
447,"2021-05-04T00:00:00.000Z",2013
196,"2020-10-22T00:00:00.000Z",2012
52,"2016-03-12T00:00:00.000Z",2015
15,"2017-07-25T00:00:00.000Z",2008
13,"2012-06-06T00:00:00.000Z",2002
19,"2017-05-31T00:00:00.000Z",2012
30,"2019-06-12T00:00:00.000Z",2016
89,"2014-10-27T00:00:00.000Z",2010
166,"2019-03-08T00:00:00.000Z",2015
29,"2019-07-12T00:00:00.000Z",2016
4,"2011-12-12T00:00:00.000Z",2005
324,"2016-05-03T00:00:00.000Z",2007
257,"2021-06-09T00:00:00.000Z",2019
165,"2017-09-15T00:00:00.000Z",2011
359,"2018-12-19T00:00:00.000Z",2010
576,"2019-05-23T00:00:00.000Z",2010
230,"2021-01-25T00:00:00.000Z",2018
948,"2021-07-01T00:00:00.000Z",2018
180,"2021-03-17T00:00:00.000Z",2017
573,"2019-06-05T00:00:00.000Z",2013
530,"2021-10-26T00:00:00.000Z",2013
283,"2021-01-28T00:00:00.000Z",2015
520,"2022-03-09T00:00:00.000Z",2012
495,"2021-11-24T00:00:00.000Z",2015
696,"2021-03-11T00:00:00.000Z",2009
711,"2017-05-16T00:00:00.000Z",2014
678,"2018-09-20T00:00:00.000Z",2014
132,"2018-10-08T00:00:00.000Z",2015
986,"2021-12-08T00:00:00.000Z",2011
1056,"2021-12-21T00:00:00.000Z",2018
469,"2020-08-17T00:00:00.000Z",2013
566,"2016-09-05T00:00:00.000Z",2013
1047,"2018-10-10T00:00:00.000Z",2011
992,"2021-09-22T00:00:00.000Z",2016
762,"2021-09-08T00:00:00.000Z",2007
706,"2021-10-07T00:00:00.000Z",2011
221,"2021-05-24T00:00:00.000Z",2013
564,"2021-03-17T00:00:00.000Z",2017
329,"2021-07-21T00:00:00.000Z",2015
608,"2018-06-11T00:00:00.000Z",2010
116,"2021-01-19T00:00:00.000Z",2015
859,"2020-01-30T00:00:00.000Z",2015
504,"2019-06-12T00:00:00.000Z",2012
337,"2020-11-19T00:00:00.000Z",2013
879,"2022-02-23T00:00:00.000Z",2017
578,"2021-04-21T00:00:00.000Z",2018
527,"2022-02-08T00:00:00.000Z",2011
629,"2015-01-01T00:00:00.000Z",2013
260,"2021-01-15T00:00:00.000Z",2016
692,"2018-08-02T00:00:00.000Z",2007
259,"2020-11-17T00:00:00.000Z",2015
867,"2022-01-06T00:00:00.000Z",2010
338,"2021-03-25T00:00:00.000Z",2014
225,"2020-12-15T00:00:00.000Z",2017
362,"2017-02-21T00:00:00.000Z",2014
541,"2021-09-23T00:00:00.000Z",2016
883,"2019-08-07T00:00:00.000Z",2008
450,"2021-04-29T00:00:00.000Z",2012
838,"2018-09-18T00:00:00.000Z",2015
181,"2021-09-16T00:00:00.000Z",2017
479,"2018-10-22T00:00:00.000Z",2007
286,"2021-08-20T00:00:00.000Z",2018
432,"2021-08-13T00:00:00.000Z",2017
570,"2019-03-27T00:00:00.000Z",2000
1020,"2021-05-06T00:00:00.000Z",2014
216,"2021-03-16T00:00:00.000Z",2014
607,"2017-08-07T00:00:00.000Z",2000
900,"2017-08-02T00:00:00.000Z",2012
77,"2020-10-06T00:00:00.000Z",2010
244,"2021-11-29T00:00:00.000Z",2010
569,"2021-05-04T00:00:00.000Z",2010
506,"2018-02-22T00:00:00.000Z",2016
313,"2021-08-20T00:00:00.000Z",2012
235,"2017-04-28T00:00:00.000Z",2014
654,"2019-01-14T00:00:00.000Z",2015
177,"2021-11-22T00:00:00.000Z",2019
373,"2016-11-08T00:00:00.000Z",1979
487,"2020-09-24T00:00:00.000Z",2014
42,"2021-05-08T00:00:00.000Z",1999
299,"2015-04-14T00:00:00.000Z",2013
141,"2019-09-19T00:00:00.000Z",2014
137,"2019-11-27T00:00:00.000Z",2008
51,"2021-10-28T00:00:00.000Z",2017
586,"2021-05-19T00:00:00.000Z",2019
144,"2021-02-25T00:00:00.000Z",2013
389,"2017-12-04T00:00:00.000Z",2007
572,"2021-04-27T00:00:00.000Z",2014
585,"2021-08-23T00:00:00.000Z",2018
887,"2021-04-28T00:00:00.000Z",2016
5,"2018-01-08T00:00:00.000Z",2012
677,"2017-11-01T00:00:00.000Z",2012
49,"2018-06-05T00:00:00.000Z",2001
793,"2022-02-09T00:00:00.000Z",2012
470,"2021-07-12T00:00:00.000Z",2015
261,"2021-03-31T00:00:00.000Z",2014
295,"2021-06-22T00:00:00.000Z",2014
95,"2020-08-12T00:00:00.000Z",2015
1053,"2022-02-24T00:00:00.000Z",2008
594,"2021-10-25T00:00:00.000Z",2018
120,"2018-02-12T00:00:00.000Z",2016
974,"2018-07-12T00:00:00.000Z",1998
306,"2021-08-12T00:00:00.000Z",2010
939,"2018-11-13T00:00:00.000Z",2011
526,"2021-06-21T00:00:00.000Z",2016
754,"2017-12-01T00:00:00.000Z",2014
376,"2019-07-01T00:00:00.000Z",2012
889,"2021-06-14T00:00:00.000Z",2015
148,"2019-01-29T00:00:00.000Z",2008
157,"2021-03-24T00:00:00.000Z",2007
519,"2022-03-04T00:00:00.000Z",2011
41,"2018-06-21T00:00:00.000Z",2014
43,"2016-12-22T00:00:00.000Z",1998
16,"2021-04-07T00:00:00.000Z",2015
38,"2020-07-22T00:00:00.000Z",2009
312,"2021-07-30T00:00:00.000Z",2018
940,"2021-12-16T00:00:00.000Z",2013
127,"2021-03-17T00:00:00.000Z",2020
94,"2019-08-05T00:00:00.000Z",2018
205,"2021-03-16T00:00:00.000Z",2017
270,"2022-02-16T00:00:00.000Z",2008
75,"2021-03-30T00:00:00.000Z",2018
993,"2018-07-16T00:00:00.000Z",2016
744,"2019-11-19T00:00:00.000Z",2015
341,"2019-10-23T00:00:00.000Z",2014
472,"2022-01-27T00:00:00.000Z",2018
571,"2020-05-19T00:00:00.000Z",2014
228,"2014-09-30T00:00:00.000Z",2008
1073,"2020-09-16T00:00:00.000Z",2014
1040,"2018-10-25T00:00:00.000Z",2015
460,"2021-05-12T00:00:00.000Z",2017
316,"2021-05-26T00:00:00.000Z",2017
320,"2021-08-17T00:00:00.000Z",2011
107,"2021-04-21T00:00:00.000Z",2018
605,"2019-05-31T00:00:00.000Z",2000
1006,"2020-05-13T00:00:00.000Z",2005
666,"2021-03-23T00:00:00.000Z",2019
736,"2020-03-06T00:00:00.000Z",1999
156,"2021-01-12T00:00:00.000Z",2015
372,"2019-05-06T00:00:00.000Z",2008
544,"2020-05-26T00:00:00.000Z",2012
378,"2021-06-17T00:00:00.000Z",2015
184,"2021-02-22T00:00:00.000Z",2013
135,"2021-03-16T00:00:00.000Z",2012
102,"2021-05-20T00:00:00.000Z",2020
143,"2019-12-04T00:00:00.000Z",2013
869,"2022-02-15T00:00:00.000Z",2020
674,"2016-04-13T00:00:00.000Z",2009
627,"2018-07-13T00:00:00.000Z",2014
977,"2020-07-10T00:00:00.000Z",2016
167,"2021-08-23T00:00:00.000Z",2010
821,"2019-05-16T00:00:00.000Z",2009
198,"2021-05-24T00:00:00.000Z",2006
655,"2019-03-11T00:00:00.000Z",2017
546,"2012-12-17T00:00:00.000Z",2012
661,"2020-07-15T00:00:00.000Z",2014
80,"2021-03-29T00:00:00.000Z",2019
253,"2018-06-11T00:00:00.000Z",2013
100,"2021-11-17T00:00:00.000Z",2014
483,"2021-03-01T00:00:00.000Z",2009
214,"2018-05-08T00:00:00.000Z",2012
669,"2021-11-10T00:00:00.000Z",2016
315,"2021-07-27T00:00:00.000Z",2016
297,"2018-09-21T00:00:00.000Z",2015
222,"2018-09-10T00:00:00.000Z",2014
515,"2021-06-15T00:00:00.000Z",2009
68,"2020-11-17T00:00:00.000Z",2012
726,"2018-10-22T00:00:00.000Z",2003
904,"2018-04-10T00:00:00.000Z",2000
441,"2015-08-20T00:00:00.000Z",2013
301,"2018-12-18T00:00:00.000Z",2016
919,"2022-01-05T00:00:00.000Z",2000
263,"2021-06-22T00:00:00.000Z",2017
140,"2019-09-11T00:00:00.000Z",2017
55,"2015-12-18T00:00:00.000Z",2011
377,"2017-11-24T00:00:00.000Z",1992
871,"2018-09-13T00:00:00.000Z",2015
310,"2015-09-29T00:00:00.000Z",2008
613,"2021-01-11T00:00:00.000Z",2020
163,"2022-01-11T00:00:00.000Z",2016
277,"2021-07-05T00:00:00.000Z",2013
1059,"2022-02-08T00:00:00.000Z",2019
503,"2022-02-15T00:00:00.000Z",2006
330,"2018-05-15T00:00:00.000Z",2013
254,"2019-08-06T00:00:00.000Z",2012
367,"2020-08-01T00:00:00.000Z",2013
399,"2019-06-17T00:00:00.000Z",2013
61,"2021-07-22T00:00:00.000Z",2012
375,"2017-09-22T00:00:00.000Z",2012
716,"2022-02-14T00:00:00.000Z",2016
224,"2018-11-14T00:00:00.000Z",2016
22,"2020-03-01T00:00:00.000Z",2016
720,"2018-08-07T00:00:00.000Z",2014
322,"2019-09-30T00:00:00.000Z",2014
279,"2021-02-23T00:00:00.000Z",2015
111,"2020-06-30T00:00:00.000Z",2012
126,"2021-07-27T00:00:00.000Z",2013
269,"2021-04-28T00:00:00.000Z",2013
25,"2018-12-11T00:00:00.000Z",2012
160,"2021-07-31T00:00:00.000Z",2015
731,"2021-04-27T00:00:00.000Z",2010
202,"2021-09-21T00:00:00.000Z",2019
74,"2020-10-11T00:00:00.000Z",2013
439,"2018-01-17T00:00:00.000Z",2015
379,"2017-05-11T00:00:00.000Z",2012
154,"2019-09-09T00:00:00.000Z",2012
423,"2015-06-17T00:00:00.000Z",2011
262,"2022-03-30T00:00:00.000Z",2006
219,"2018-07-31T00:00:00.000Z",2014
161,"2019-07-02T00:00:00.000Z",2019
36,"2018-07-06T00:00:00.000Z",2015
384,"2021-12-09T00:00:00.000Z",2020
599,"2018-04-09T00:00:00.000Z",2007
20,"2019-12-03T00:00:00.000Z",2016
241,"2021-07-09T00:00:00.000Z",2014
69,"2017-11-24T00:00:00.000Z",2015
333,"2022-02-11T00:00:00.000Z",2008
246,"2015-11-24T00:00:00.000Z",2011
70,"2015-03-31T00:00:00.000Z",2007
174,"2019-12-20T00:00:00.000Z",2008
294,"2020-03-30T00:00:00.000Z",2012
601,"2021-08-11T00:00:00.000Z",2014
795,"2019-03-27T00:00:00.000Z",2014
319,"2020-01-03T00:00:00.000Z",2018
274,"2020-09-02T00:00:00.000Z",2015
538,"2021-03-08T00:00:00.000Z",2014
478,"2018-02-16T00:00:00.000Z",2013
1072,"2021-10-19T00:00:00.000Z",2005
200,"2021-07-28T00:00:00.000Z",2017
498,"2018-04-16T00:00:00.000Z",2017
35,"2018-08-06T00:00:00.000Z",2008
903,"2022-02-02T00:00:00.000Z",2018
610,"2018-04-16T00:00:00.000Z",2014
11,"2018-10-26T00:00:00.000Z",1991
1,"2012-12-01T00:00:00.000Z",2002
932,"2021-11-16T00:00:00.000Z",2017
653,"2016-11-09T00:00:00.000Z",2005
874,"2021-09-01T00:00:00.000Z",2005
37,"2021-10-13T00:00:00.000Z",2003
106,"2019-03-25T00:00:00.000Z",2015
117,"2022-02-17T00:00:00.000Z",2005
1071,"2021-05-06T00:00:00.000Z",2018
305,"2021-05-25T00:00:00.000Z",2012
110,"2019-03-19T00:00:00.000Z",2013
281,"2021-06-01T00:00:00.000Z",2014
81,"2018-03-21T00:00:00.000Z",2015
152,"2020-12-18T00:00:00.000Z",2012
122,"2021-01-06T00:00:00.000Z",2015
403,"2016-05-24T00:00:00.000Z",2010
92,"2018-12-09T00:00:00.000Z",2013
98,"2018-07-02T00:00:00.000Z",2003
232,"2020-12-01T00:00:00.000Z",2012
247,"2013-05-27T00:00:00.000Z",2005
388,"2018-05-30T00:00:00.000Z",2009
88,"2020-09-23T00:00:00.000Z",2016
218,"2021-03-16T00:00:00.000Z",2015
178,"2021-10-12T00:00:00.000Z",2017
128,"2020-12-22T00:00:00.000Z",2007
851,"2018-02-20T00:00:00.000Z",2010
853,"2021-08-30T00:00:00.000Z",2014
227,"2020-08-03T00:00:00.000Z",2014
1061,"2017-11-08T00:00:00.000Z",2013
799,"2018-09-15T00:00:00.000Z",2011
293,"2019-04-16T00:00:00.000Z",2011
231,"2019-10-07T00:00:00.000Z",2016
114,"2020-12-10T00:00:00.000Z",2017
0,"2017-04-07T00:00:00.000Z",2012
463,"2021-12-01T00:00:00.000Z",2009
162,"2020-01-24T00:00:00.000Z",1998
433,"2021-04-17T00:00:00.000Z",2013
836,"2021-11-30T00:00:00.000Z",2018
668,"2021-05-12T00:00:00.000Z",2018
123,"2020-08-25T00:00:00.000Z",2015
96,"2018-11-08T00:00:00.000Z",2015
17,"2016-03-31T00:00:00.000Z",2013
353,"2019-03-05T00:00:00.000Z",2014
973,"2021-06-08T00:00:00.000Z",2014
97,"2021-07-08T00:00:00.000Z",2005
87,"2021-04-06T00:00:00.000Z",2018
153,"2019-07-11T00:00:00.000Z",2016
109,"2020-09-08T00:00:00.000Z",2004
946,"2021-06-21T00:00:00.000Z",2011
937,"2019-08-06T00:00:00.000Z",2011
139,"2016-07-25T00:00:00.000Z",2012
131,"2014-07-23T00:00:00.000Z",2003
360,"2019-03-01T00:00:00.000Z",1995
658,"2019-06-27T00:00:00.000Z",2015
186,"2020-09-22T00:00:00.000Z",2011
604,"2020-09-30T00:00:00.000Z",2013
600,"2020-09-24T00:00:00.000Z",2015
672,"2018-05-29T00:00:00.000Z",2008
518,"2021-12-22T00:00:00.000Z",2000
331,"2019-09-17T00:00:00.000Z",2014
382,"2021-09-27T00:00:00.000Z",2014
21,"2018-04-20T00:00:00.000Z",2012
271,"2021-09-09T00:00:00.000Z",2015
664,"2021-02-21T00:00:00.000Z",2001
1070,"2017-04-18T00:00:00.000Z",2015
146,"2021-05-20T00:00:00.000Z",2015
292,"2019-10-29T00:00:00.000Z",2011
792,"2020-06-23T00:00:00.000Z",1999
639,"2019-05-16T00:00:00.000Z",2017
567,"2020-12-17T00:00:00.000Z",2001
945,"2021-12-01T00:00:00.000Z",2010
947,"2016-12-21T00:00:00.000Z",2002
717,"2007-07-02T00:00:00.000Z",2001
424,"2021-03-03T00:00:00.000Z",2019
733,"2021-08-16T00:00:00.000Z",2013
1002,"2019-04-29T00:00:00.000Z",2015
215,"2021-06-08T00:00:00.000Z",2003
866,"2021-09-21T00:00:00.000Z",2019
651,"2021-07-12T00:00:00.000Z",2020
890,"2021-07-14T00:00:00.000Z",2012
