,student_id,city,city_development_index,gender,relevant_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,job_change
2608,2909,city_64,0.6659999999999999,Male,Has relevant experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,3,280,0
2609,18037,city_19,0.682,Female,No relevant experience,Full time course,Graduate,No Major,1,,,never,140,1
2610,12962,city_16,0.91,Male,No relevant experience,Full time course,High School,,1,,,never,204,0
2611,23350,city_27,0.848,,Has relevant experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,38,0
2612,32262,city_158,0.7659999999999999,Male,No relevant experience,Full time course,Graduate,STEM,3,,,1,210,1
2613,28421,city_36,0.893,Male,Has relevant experience,no_enrollment,,,5,10-49,Pvt Ltd,1,114,0
2614,9054,city_160,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,12,100-499,Pvt Ltd,>4,167,0
2615,17244,city_16,0.91,,Has relevant experience,no_enrollment,Graduate,STEM,>20,,Pvt Ltd,>4,56,0
2616,31069,city_103,0.92,,No relevant experience,no_enrollment,Masters,Other,15,,,2,21,0
2617,25324,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,100-499,Pvt Ltd,>4,6,0
2618,7682,city_75,0.939,,Has relevant experience,no_enrollment,Masters,STEM,6,5000-9999,NGO,1,9,0
2619,20368,city_21,0.624,Male,Has relevant experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,2,316,0
2620,18371,city_102,0.804,,No relevant experience,,Graduate,STEM,9,10000+,Pvt Ltd,1,37,0
2621,6896,city_21,0.624,Female,Has relevant experience,no_enrollment,Graduate,STEM,18,,,>4,88,1
2622,8975,city_103,0.92,Other,No relevant experience,Full time course,Graduate,Other,5,<10,NGO,1,2,0
2623,1883,city_160,0.92,Male,Has relevant experience,no_enrollment,Masters,STEM,11,100-499,Pvt Ltd,1,102,0
2624,31394,city_103,0.92,Male,Has relevant experience,no_enrollment,Phd,STEM,>20,10000+,Public Sector,1,33,0
2625,26123,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,2,25,0
2626,2770,city_61,0.913,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,,,1,77,0
2627,25139,city_114,0.926,Male,No relevant experience,no_enrollment,Masters,STEM,9,10000+,NGO,2,18,0
2628,26140,city_160,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,3,5000-9999,,1,206,0
2629,746,city_103,0.92,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,7,0
2630,24695,city_90,0.698,Male,Has relevant experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,4,4,0
2631,33265,city_114,0.926,Male,No relevant experience,Full time course,,,7,10-49,Pvt Ltd,1,45,0
2632,1495,city_103,0.92,Male,No relevant experience,Full time course,Masters,Other,15,,Pvt Ltd,never,188,0
2633,22950,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,56,0
2634,14579,city_21,0.624,,Has relevant experience,no_enrollment,Graduate,STEM,7,500-999,Pvt Ltd,never,99,0
2635,24631,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,2,10000+,Pvt Ltd,1,16,0
2636,32490,city_160,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,16,50-99,Funded Startup,1,64,0
2637,27936,city_16,0.91,,Has relevant experience,no_enrollment,,,5,,,1,102,0
2638,5338,city_160,0.92,Female,No relevant experience,no_enrollment,Graduate,STEM,4,100-499,NGO,1,54,0
2639,15303,city_21,0.624,,No relevant experience,Full time course,Masters,STEM,4,,,never,53,1
2640,30678,city_102,0.804,Male,No relevant experience,Full time course,Graduate,STEM,1,,,1,29,0
2641,156,city_160,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,12,10-49,Funded Startup,2,56,0
2642,26038,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,,,1,47,1
2643,21916,city_104,0.924,,Has relevant experience,no_enrollment,Graduate,STEM,14,,,1,108,0
2644,1999,city_165,0.903,Male,No relevant experience,Full time course,High School,,2,,Funded Startup,1,28,0
2645,757,city_103,0.92,,Has relevant experience,no_enrollment,Graduate,No Major,>20,50-99,Pvt Ltd,2,79,0
2646,10268,city_61,0.913,Male,No relevant experience,Full time course,High School,,2,500-999,Public Sector,2,26,1
2647,6420,city_21,0.624,Male,No relevant experience,Full time course,High School,,<1,,,never,96,0
2648,14230,city_160,0.92,Male,No relevant experience,Full time course,Masters,STEM,4,,,2,29,1
2649,18349,city_21,0.624,Male,Has relevant experience,no_enrollment,Masters,Other,3,10000+,Pvt Ltd,2,13,1
2650,17238,city_159,0.843,Male,Has relevant experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,24,0
2651,6675,city_16,0.91,Male,Has relevant experience,no_enrollment,Phd,STEM,11,100-499,Pvt Ltd,2,58,0
2652,7628,city_90,0.698,Male,Has relevant experience,no_enrollment,Graduate,STEM,14,<10,Funded Startup,1,25,0
2653,24181,city_7,0.647,Male,Has relevant experience,Part time course,Masters,STEM,11,10-49,,never,24,0
2654,2114,city_104,0.924,Male,Has relevant experience,no_enrollment,Graduate,STEM,6,50-99,,1,166,0
2655,2664,city_114,0.926,Male,Has relevant experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1,8,0
2656,2290,city_114,0.926,Male,Has relevant experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,2,5,0
2657,23546,city_90,0.698,Male,No relevant experience,Full time course,Graduate,STEM,5,,,never,14,0
2658,5682,city_114,0.926,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,328,0
2659,6171,city_83,0.923,Male,Has relevant experience,Part time course,Masters,Humanities,2,10000+,Pvt Ltd,1,52,0
2660,11396,city_103,0.92,Male,No relevant experience,no_enrollment,,,4,,,never,190,0
2661,21043,city_73,0.754,,Has relevant experience,no_enrollment,High School,,>20,10000+,Public Sector,2,116,0
2662,19797,city_21,0.624,Female,Has relevant experience,Full time course,Masters,STEM,13,100-499,Pvt Ltd,>4,8,1
2663,3350,city_103,0.92,Male,No relevant experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,never,7,1
2664,27620,city_71,0.884,Male,Has relevant experience,no_enrollment,Graduate,STEM,9,10-49,Funded Startup,1,69,0
2665,13441,city_136,0.897,Male,Has relevant experience,no_enrollment,Masters,No Major,9,<10,Pvt Ltd,3,31,0
2666,22538,city_90,0.698,,Has relevant experience,no_enrollment,Graduate,STEM,7,,,1,39,0
2667,14098,city_114,0.926,Male,Has relevant experience,Part time course,Graduate,STEM,11,10-49,Funded Startup,1,45,0
2668,12776,city_136,0.897,Male,Has relevant experience,no_enrollment,Masters,STEM,10,,,>4,76,0
2669,5494,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,,,2,59,1
2670,19098,city_73,0.754,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,,,2,33,0
2671,8355,city_45,0.89,,Has relevant experience,no_enrollment,Graduate,STEM,10,100-499,Pvt Ltd,>4,254,0
2672,14758,city_114,0.926,Male,No relevant experience,Full time course,Graduate,STEM,4,10000+,Pvt Ltd,1,17,0
2673,3379,city_159,0.843,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,>4,56,0
2674,32791,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,2,82,0
2675,20941,city_72,0.795,,Has relevant experience,Full time course,Primary School,,4,50-99,Pvt Ltd,1,30,0
2676,6623,city_114,0.926,,Has relevant experience,no_enrollment,Masters,STEM,16,1000-4999,Pvt Ltd,4,15,0
2677,22147,city_103,0.92,Female,No relevant experience,no_enrollment,Graduate,STEM,2,,Public Sector,1,28,0
2678,32539,city_102,0.804,Male,Has relevant experience,no_enrollment,Graduate,Humanities,>20,,,1,160,0
2679,17525,city_114,0.926,Male,Has relevant experience,Full time course,Graduate,STEM,12,100-499,Pvt Ltd,3,17,0
2680,9241,city_65,0.802,Male,Has relevant experience,no_enrollment,Graduate,STEM,11,10-49,Pvt Ltd,3,10,0
2681,25368,city_116,0.743,Male,Has relevant experience,no_enrollment,Graduate,STEM,6,100-499,Pvt Ltd,4,166,0
2682,8171,city_83,0.923,Male,Has relevant experience,no_enrollment,Masters,STEM,3,5000-9999,Pvt Ltd,1,78,0
2683,12102,city_19,0.682,Male,Has relevant experience,,Masters,STEM,4,50-99,Pvt Ltd,1,68,1
2684,5713,city_21,0.624,Male,Has relevant experience,no_enrollment,Masters,STEM,4,500-999,Pvt Ltd,1,23,0
2685,28969,city_160,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,100-499,Pvt Ltd,2,64,0
2686,19382,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,3,3,1
2687,29790,city_173,0.878,Male,No relevant experience,Full time course,Graduate,STEM,9,,,1,21,1
2688,3509,city_104,0.924,,Has relevant experience,no_enrollment,Graduate,STEM,12,,,2,64,0
2689,2573,city_21,0.624,Male,Has relevant experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,69,1
2690,29125,city_20,0.7959999999999999,Male,Has relevant experience,no_enrollment,Primary School,,7,,,2,96,0
2691,14431,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,11,,,3,62,0
2692,7251,city_67,0.855,Male,No relevant experience,no_enrollment,Masters,STEM,6,<10,Pvt Ltd,>4,246,0
2693,31559,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,100-499,Pvt Ltd,>4,44,0
2694,4040,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,1,154,0
2695,31189,city_11,0.55,Male,Has relevant experience,no_enrollment,Graduate,STEM,5,10-49,Public Sector,1,42,1
2696,11199,city_73,0.754,Male,Has relevant experience,no_enrollment,Graduate,STEM,15,,,4,56,1
2697,10963,city_67,0.855,Male,No relevant experience,Full time course,High School,,11,,,1,20,1
2698,3288,city_2,0.7879999999999999,Male,Has relevant experience,no_enrollment,Graduate,STEM,5,10-49,Pvt Ltd,2,222,0
2699,4797,city_21,0.624,,Has relevant experience,no_enrollment,Graduate,STEM,5,,,1,18,1
2700,12177,city_10,0.895,Male,Has relevant experience,no_enrollment,Masters,STEM,9,50-99,Funded Startup,1,81,0
2701,18600,city_21,0.624,,Has relevant experience,no_enrollment,Graduate,STEM,<1,10000+,Pvt Ltd,never,25,0
2702,24494,city_150,0.698,Male,Has relevant experience,Full time course,Masters,STEM,4,,,2,138,1
2703,18181,city_24,0.698,,Has relevant experience,Full time course,High School,,5,,,1,43,1
2704,638,city_102,0.804,Male,Has relevant experience,Full time course,Graduate,Business Degree,1,<10,Pvt Ltd,1,52,1
2705,31623,city_23,0.899,Male,Has relevant experience,Full time course,Graduate,STEM,12,10000+,Pvt Ltd,2,69,0
2706,32199,city_13,0.8270000000000001,Male,Has relevant experience,no_enrollment,Masters,STEM,7,,,2,48,0
2707,23882,city_114,0.926,Male,No relevant experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,67,0
2708,12434,city_61,0.913,Male,Has relevant experience,no_enrollment,Graduate,STEM,4,100-499,Pvt Ltd,1,74,0
2709,25976,city_21,0.624,,Has relevant experience,no_enrollment,Masters,STEM,5,100-499,Pvt Ltd,1,246,1
2710,15444,city_136,0.897,,Has relevant experience,no_enrollment,Masters,STEM,>20,100-499,Pvt Ltd,1,278,0
2711,6869,city_114,0.926,,Has relevant experience,no_enrollment,Graduate,STEM,6,500-999,Pvt Ltd,1,51,0
2712,11592,city_114,0.926,Male,No relevant experience,Full time course,Masters,STEM,14,50-99,NGO,1,50,0
2713,21831,city_114,0.926,,Has relevant experience,no_enrollment,Graduate,STEM,10,10-49,Pvt Ltd,>4,72,1
2714,10300,city_102,0.804,Male,No relevant experience,no_enrollment,Masters,Business Degree,10,10000+,Public Sector,2,52,0
2715,19420,city_21,0.624,Female,Has relevant experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,3,79,0
2716,17812,city_76,0.698,Male,Has relevant experience,Part time course,Masters,STEM,7,,,3,56,1
2717,14315,city_165,0.903,,No relevant experience,Full time course,High School,,1,,,never,122,0
2718,14076,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,10-49,Pvt Ltd,1,80,0
2719,11797,city_116,0.743,Female,Has relevant experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,18,0
2720,3909,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,Business Degree,1,1000-4999,NGO,1,48,0
2721,13877,city_16,0.91,Male,Has relevant experience,no_enrollment,Graduate,STEM,20,5000-9999,Pvt Ltd,2,42,0
2722,29549,city_16,0.91,Male,Has relevant experience,no_enrollment,Masters,STEM,4,50-99,Pvt Ltd,1,113,0
2723,433,city_152,0.698,Male,No relevant experience,Full time course,Graduate,STEM,5,,Pvt Ltd,never,12,1
2724,10753,city_103,0.92,Male,Has relevant experience,Part time course,Graduate,STEM,16,100-499,NGO,1,22,0
2725,11509,city_21,0.624,,Has relevant experience,,Graduate,STEM,4,100-499,Pvt Ltd,4,26,1
2726,17591,city_103,0.92,,No relevant experience,,,,3,,,never,174,0
2727,14965,city_103,0.92,,Has relevant experience,no_enrollment,Masters,STEM,,,,,70,0
2728,14722,city_69,0.856,,Has relevant experience,no_enrollment,Masters,Other,7,50-99,Pvt Ltd,1,95,0
2729,1469,city_159,0.843,,No relevant experience,Full time course,Graduate,STEM,4,,,,28,0
2730,5853,city_21,0.624,Male,Has relevant experience,no_enrollment,Masters,STEM,7,<10,Pvt Ltd,>4,48,0
2731,4675,city_11,0.55,Male,No relevant experience,Full time course,High School,,4,,,never,23,0
2732,23985,city_16,0.91,Male,Has relevant experience,no_enrollment,Graduate,STEM,12,,,1,3,0
2733,22717,city_21,0.624,,Has relevant experience,no_enrollment,Graduate,STEM,4,50-99,,,19,1
2734,27817,city_21,0.624,Male,No relevant experience,Full time course,High School,,5,,,never,73,1
2735,19397,city_103,0.92,,Has relevant experience,no_enrollment,Graduate,STEM,11,10-49,Pvt Ltd,4,168,1
2736,24903,city_21,0.624,,No relevant experience,Part time course,High School,,<1,,,never,50,0
2737,30872,city_83,0.923,Male,No relevant experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,>4,17,0
2738,16376,city_114,0.926,Male,Has relevant experience,Part time course,Graduate,STEM,6,5000-9999,NGO,never,31,0
2739,1895,city_36,0.893,Female,Has relevant experience,no_enrollment,Masters,STEM,15,10-49,Pvt Ltd,1,38,0
2740,20848,city_10,0.895,Female,Has relevant experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,1,94,0
2741,1993,city_21,0.624,,Has relevant experience,Full time course,Graduate,STEM,1,50-99,Pvt Ltd,1,7,1
2742,18768,city_21,0.624,Male,Has relevant experience,Full time course,Graduate,STEM,6,100-499,Pvt Ltd,2,55,0
2743,22006,city_102,0.804,Male,No relevant experience,Full time course,Graduate,STEM,4,,,never,54,0
2744,18323,city_103,0.92,Male,No relevant experience,no_enrollment,High School,,5,,,never,105,0
2745,32661,city_21,0.624,Male,Has relevant experience,Full time course,Graduate,STEM,6,10000+,Pvt Ltd,1,10,0
2746,33258,city_114,0.926,Male,Has relevant experience,Full time course,Masters,STEM,9,10-49,Pvt Ltd,4,111,1
2747,24296,city_21,0.624,Male,Has relevant experience,no_enrollment,Graduate,STEM,5,<10,Pvt Ltd,1,16,1
2748,21781,city_11,0.55,Male,No relevant experience,Full time course,High School,,2,,,1,10,1
2749,20248,city_102,0.804,Male,Has relevant experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,4,50,0
2750,3506,city_102,0.804,Male,Has relevant experience,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,>4,15,0
2751,7061,city_65,0.802,,Has relevant experience,Full time course,Graduate,STEM,6,,,,100,0
2752,12272,city_160,0.92,Male,Has relevant experience,Full time course,Graduate,STEM,9,100-499,,1,20,0
2753,32542,city_64,0.6659999999999999,Other,Has relevant experience,no_enrollment,High School,,>20,<10,Pvt Ltd,never,76,0
2754,18834,city_73,0.754,Female,Has relevant experience,Part time course,Graduate,STEM,5,10-49,Pvt Ltd,3,49,0
2755,6744,city_73,0.754,,Has relevant experience,no_enrollment,Graduate,STEM,10,100-499,Pvt Ltd,1,12,0
2756,13339,city_21,0.624,Male,No relevant experience,Part time course,Graduate,Other,<1,10-49,Pvt Ltd,1,10,1
2757,20712,city_71,0.884,Male,Has relevant experience,no_enrollment,Phd,STEM,>20,,,>4,98,0
2758,25805,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,Humanities,1,10000+,Pvt Ltd,1,25,0
2759,19387,city_75,0.939,Male,Has relevant experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,1,34,0
2760,28471,city_103,0.92,Female,Has relevant experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,36,0
2761,17306,city_21,0.624,,No relevant experience,no_enrollment,Graduate,STEM,4,,,2,34,1
2762,692,city_114,0.926,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,100-499,Funded Startup,1,2,0
2763,7493,city_160,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,2,84,0
2764,30723,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,13,1000-4999,NGO,1,15,0
2765,32470,city_77,0.83,Male,Has relevant experience,Full time course,Graduate,STEM,11,<10,Pvt Ltd,1,15,0
2766,22164,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,<10,Funded Startup,>4,113,0
2767,12331,city_79,0.698,,No relevant experience,Part time course,,,2,,,,28,1
2768,31165,city_21,0.624,,No relevant experience,Full time course,Graduate,STEM,2,,,never,114,0
2769,30395,city_114,0.926,Male,Has relevant experience,no_enrollment,High School,,15,50-99,Pvt Ltd,>4,64,0
2770,5500,city_83,0.923,,Has relevant experience,no_enrollment,Graduate,STEM,5,,,>4,15,0
2771,12611,city_103,0.92,Male,Has relevant experience,no_enrollment,High School,,5,,,1,24,1
2772,2244,city_67,0.855,,Has relevant experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,3,64,0
2773,3986,city_23,0.899,Male,Has relevant experience,Full time course,Graduate,STEM,4,10000+,Pvt Ltd,2,10,0
2774,29198,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,>4,52,0
2775,23080,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,,Pvt Ltd,1,46,0
2776,30412,city_104,0.924,Male,No relevant experience,Full time course,,,3,,,>4,264,0
2777,28378,city_21,0.624,Male,No relevant experience,Part time course,Masters,STEM,8,1000-4999,Pvt Ltd,1,28,0
2778,6475,city_75,0.939,Male,No relevant experience,no_enrollment,Primary School,,2,,,never,204,0
2779,663,city_160,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,212,0
2780,5591,city_117,0.698,Male,Has relevant experience,no_enrollment,Graduate,STEM,7,500-999,Pvt Ltd,3,14,0
2781,15552,city_116,0.743,,Has relevant experience,Full time course,Graduate,STEM,2,5000-9999,Pvt Ltd,,8,0
2782,13313,city_21,0.624,,Has relevant experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,1,110,0
2783,30832,city_149,0.6890000000000001,Other,No relevant experience,,Graduate,STEM,1,,,1,116,1
2784,31166,city_21,0.624,Female,No relevant experience,no_enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,never,31,0
2785,7695,city_150,0.698,Male,Has relevant experience,no_enrollment,Graduate,STEM,8,100-499,NGO,1,66,0
2786,4395,city_120,0.78,Male,No relevant experience,no_enrollment,Masters,Humanities,6,500-999,Public Sector,>4,20,0
2787,8245,city_71,0.884,,Has relevant experience,no_enrollment,Graduate,STEM,14,100-499,Pvt Ltd,>4,17,0
2788,10452,city_103,0.92,Male,No relevant experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,>4,308,0
2789,3640,city_41,0.8270000000000001,Male,Has relevant experience,no_enrollment,Masters,STEM,18,500-999,Pvt Ltd,>4,26,0
2790,27673,city_16,0.91,Male,Has relevant experience,no_enrollment,Graduate,STEM,20,,,1,19,0
2791,30356,city_46,0.762,Male,Has relevant experience,no_enrollment,Graduate,STEM,17,,,2,17,1
2792,20701,city_71,0.884,Male,Has relevant experience,no_enrollment,Masters,STEM,7,<10,Early Stage Startup,never,20,0
2793,18307,city_103,0.92,Male,No relevant experience,no_enrollment,Graduate,STEM,<1,,,1,44,1
2794,13799,city_105,0.794,Male,Has relevant experience,no_enrollment,Graduate,No Major,9,50-99,Pvt Ltd,2,212,0
2795,12369,city_11,0.55,Male,Has relevant experience,no_enrollment,Graduate,STEM,5,10-49,Pvt Ltd,1,87,1
2796,14279,city_176,0.764,Male,Has relevant experience,Full time course,Graduate,STEM,4,10-49,Pvt Ltd,2,12,0
2797,29761,city_160,0.92,Male,No relevant experience,Full time course,Graduate,Other,3,,,never,13,1
2798,27320,city_100,0.887,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,102,1
2799,17687,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,6,100-499,Pvt Ltd,1,30,1
2800,18685,city_16,0.91,,Has relevant experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,1,94,0
2801,18224,city_128,0.527,Male,Has relevant experience,Full time course,High School,,1,,,never,25,1
2802,15972,city_114,0.926,Male,Has relevant experience,no_enrollment,Graduate,STEM,19,500-999,Pvt Ltd,3,24,0
2803,30585,city_97,0.925,Male,Has relevant experience,no_enrollment,Masters,STEM,6,50-99,Pvt Ltd,3,10,0
2804,16884,city_160,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,15,100-499,Pvt Ltd,>4,40,0
2805,28688,city_75,0.939,Male,Has relevant experience,no_enrollment,Graduate,STEM,13,500-999,Pvt Ltd,>4,116,0
2806,16068,city_141,0.763,,Has relevant experience,,Masters,STEM,19,,,never,28,0
2807,10634,city_83,0.923,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,,,>4,166,1
2808,4933,city_100,0.887,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,>4,152,0
2809,12622,city_114,0.926,Male,Has relevant experience,no_enrollment,Masters,Humanities,4,50-99,Pvt Ltd,never,10,0
2810,22001,city_16,0.91,Male,No relevant experience,no_enrollment,Masters,STEM,>20,,,>4,83,0
2811,22882,city_114,0.926,,Has relevant experience,Full time course,Phd,STEM,14,50-99,Pvt Ltd,>4,61,0
2812,17364,city_128,0.527,Male,No relevant experience,no_enrollment,Graduate,Other,5,,,1,17,1
2813,8254,city_102,0.804,Female,Has relevant experience,no_enrollment,Masters,STEM,11,100-499,Pvt Ltd,>4,41,0
2814,23966,city_67,0.855,,Has relevant experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,17,0
2815,12771,city_105,0.794,Male,Has relevant experience,no_enrollment,Masters,STEM,2,<10,Funded Startup,2,46,0
2816,29007,city_104,0.924,Male,Has relevant experience,no_enrollment,Graduate,STEM,13,50-99,Funded Startup,1,131,0
2817,11107,city_90,0.698,Male,Has relevant experience,Part time course,Graduate,STEM,7,100-499,Pvt Ltd,1,55,0
2818,7294,city_16,0.91,Male,Has relevant experience,no_enrollment,Graduate,STEM,11,100-499,Pvt Ltd,2,12,0
2819,23085,city_162,0.767,Male,Has relevant experience,Full time course,Graduate,STEM,15,50-99,Pvt Ltd,3,84,0
2820,6945,city_16,0.91,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,10000+,Public Sector,>4,94,0
2821,12710,city_116,0.743,,Has relevant experience,no_enrollment,Masters,STEM,9,1000-4999,Pvt Ltd,1,20,0
2822,6340,city_103,0.92,,Has relevant experience,no_enrollment,Graduate,STEM,>20,,Pvt Ltd,3,76,0
2823,29985,city_103,0.92,Male,No relevant experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,124,0
2824,20889,city_159,0.843,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,68,0
2825,13885,city_103,0.92,Male,Has relevant experience,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,1,22,0
2826,30927,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,Business Degree,5,,,2,54,1
2827,22249,city_16,0.91,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,10-49,Pvt Ltd,1,12,0
2828,2138,city_100,0.887,Male,Has relevant experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,1,23,0
2829,6318,city_67,0.855,Male,Has relevant experience,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,1,15,0
2830,2391,city_160,0.92,Male,No relevant experience,no_enrollment,Graduate,STEM,>20,,,2,32,0
2831,30848,city_16,0.91,Male,No relevant experience,no_enrollment,High School,,2,,,never,17,0
2832,12892,city_100,0.887,Male,Has relevant experience,Full time course,Graduate,STEM,10,100-499,,never,10,0
2833,24030,city_75,0.939,Male,No relevant experience,no_enrollment,High School,,6,50-99,Pvt Ltd,>4,162,0
2834,4394,city_103,0.92,Female,Has relevant experience,no_enrollment,Masters,STEM,>20,,,>4,46,0
2835,262,city_21,0.624,Male,No relevant experience,Full time course,High School,,8,,Pvt Ltd,never,328,0
2836,25550,city_111,0.698,Male,No relevant experience,no_enrollment,High School,,8,<10,Pvt Ltd,>4,20,0
2837,21515,city_115,0.789,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,10-49,Pvt Ltd,1,4,0
2838,12435,city_28,0.939,Male,Has relevant experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,1,2,0
2839,2395,city_21,0.624,,Has relevant experience,no_enrollment,Graduate,STEM,7,<10,Early Stage Startup,1,46,0
2840,31395,city_75,0.939,Male,Has relevant experience,no_enrollment,Graduate,STEM,6,100-499,Pvt Ltd,1,26,0
2841,30802,city_103,0.92,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,88,0
2842,22895,city_61,0.913,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,20,0
2843,18087,city_138,0.836,Male,Has relevant experience,no_enrollment,Graduate,STEM,>20,,,>4,83,0
2844,3007,city_21,0.624,,Has relevant experience,Part time course,Phd,Other,4,50-99,Pvt Ltd,,8,1
2845,1644,city_103,0.92,Male,No relevant experience,Full time course,Masters,STEM,14,,,never,40,1
2846,15175,city_16,0.91,Female,Has relevant experience,no_enrollment,Graduate,STEM,>20,100-499,NGO,>4,37,0
2847,899,city_159,0.843,Male,Has relevant experience,no_enrollment,High School,,>20,,,>4,44,0
2848,13489,city_114,0.926,Male,No relevant experience,no_enrollment,Graduate,STEM,<1,50-99,,1,49,0
2849,25265,city_91,0.691,Male,No relevant experience,no_enrollment,High School,,3,,,2,8,0
2850,13034,city_103,0.92,Male,Has relevant experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,1,72,0
2851,14818,city_89,0.925,Male,No relevant experience,Full time course,Graduate,STEM,1,,,1,102,1
2852,6782,city_93,0.865,,Has relevant experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,1,30,0
2853,455,city_23,0.899,Male,Has relevant experience,no_enrollment,Graduate,STEM,4,100-499,Funded Startup,2,52,0
2854,21694,city_71,0.884,Female,Has relevant experience,Part time course,Graduate,STEM,>20,10000+,Pvt Ltd,>4,99,0
