code	lc	product_name_de	product_name_en	product_name_es	product_name_fr	product_name_ru	generic_name_en	generic_name_es	generic_name_ru	quantity	serving_size	packaging	packaging_tags	brands	brands_tags	brand_owner	categories	categories_tags	labels	labels_tags	countries	countries_tags	stores	stores_tags	obsolete	obsolete_since_date	origins	origins_tags	manufacturing_places	manufacturing_places_tags	emb_codes	emb_codes_tags	ingredients_text_de	ingredients_text_en	ingredients_text_es	ingredients_text_fr	ingredients_text_ru	allergens	allergens_tags	traces	traces_tags	no_nutrition_data	nutrition_data_per	nutrition_data_prepared_per	energy-kj_value	energy-kj_unit	energy-kcal_value	energy-kcal_unit	fat_value	fat_unit	saturated-fat_value	saturated-fat_unit	carbohydrates_value	carbohydrates_unit	sugars_value	sugars_unit	fiber_value	fiber_unit	proteins_value	proteins_unit	salt_value	salt_unit	sodium_value	sodium_unit	energy_value	energy_unit	trans-fat_value	trans-fat_unit	cholesterol_value	cholesterol_unit	vitamin-a_value	vitamin-a_unit	vitamin-c_value	vitamin-c_unit	potassium_value	potassium_unit	calcium_value	calcium_unit	iron_value	iron_unit	link	off:food_groups	off:food_groups_tags	off:nova_groups	off:nova_groups_tags	off:nutriscore_grade	off:nutriscore_score	off:ecoscore_grade	off:ecoscore_score	off:ecoscore_data.missing_key_data	off:ecoscore_data.agribalyse.code	off:ecoscore_data.adjustments.origins_of_ingredients.value	off:ecoscore_data.adjustments.packaging.value	off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials	off:ecoscore_data.adjustments.production_system.value	off:ecoscore_data.adjustments.threatened_species.value	sources_fields:org-database-usda:available_date	sources_fields:org-database-usda:fdc_category	sources_fields:org-database-usda:fdc_data_source	sources_fields:org-database-usda:fdc_id	sources_fields:org-database-usda:modified_date	sources_fields:org-database-usda:publication_date	data_sources
0813735015658	en		Crystal flakes natural sea salt								0.25 tsp (1.5 g)			Crystal,  Falksalt	crystal,falksalt	FALKSALT	Condiments, Groceries	en:condiments,en:groceries			United States	en:united-states			0									Salt (sodium chloride min. 98%) lime and lime aroma.									100g	100g			0	kcal	0	g			0	g	0	g	0	g	0	g	96667.5	mg	38667	mg	0	kcal	0	g	0	mg														4	en:4-ultra-processed-food-and-drink-products			unknown		1		-5	-15	1	0		2017-11-01T00:00:00Z	Seasoning Mixes, Salts, Marinades & Tenderizers	LI	451992	2017-11-01T00:00:00Z	2019-04-01T00:00:00Z	Databases, database-usda, Database - USDA NDB
0814417020458	en		Jacobsen Salt Co, Hand-Harvested Pure Flake Sea Salt								0.25 tsp (1 g)			Jacobsen Salt Co.	jacobsen-salt-co	Jacobsen Salt Co.	Condiments, Groceries	en:condiments,en:groceries			United States	en:united-states			0									Sea salt									100g	100g			0	kcal	0	g			0	g	0	g			0	g	97500	mg	39000	mg	0	kcal																		3	en:3-processed-foods			unknown		1		-5	-15	1	0		2017-08-10T00:00:00Z	Seasoning Mixes, Salts, Marinades & Tenderizers	LI	451996	2017-08-10T00:00:00Z	2019-04-01T00:00:00Z	Databases, database-usda, Database - USDA NDB
0072080037009	en		Golden flake, simply seasoned popcorn, sea salt								1 ONZ (28 g)			Golden Flake,  Golden Flake Snack Foods  Inc.	golden-flake,golden-flake-snack-foods-inc	Golden Flake Snack Foods, Inc.	Snacks	en:snacks			United States	en:united-states			0									Popcorn, vegetable oil (corn, cottonseed, canola, and/or sunflower oil) and sea salt.									100g	100g			500	kcal	25	g	3.57	g	60.71	g	3.57	g	14.3	g	7.14	g	1027.5	mg	411	mg	500	kcal	0	g	0	mg	0	IU	0	mg			0	mg	0	mg				3	en:3-processed-foods	c	8	unknown		1		-5	-15	1	0		2018-06-14T00:00:00Z	Popcorn, Peanuts, Seeds & Related Snacks	LI	423603	2018-06-14T00:00:00Z	2019-04-01T00:00:00Z	Databases, database-usda, Database - USDA NDB
0070540001348	en		Gourmet Style Nuggets				Unbleached enriched wheat flour (contains malted barley flour, niacin, reduced iron, thiamine, riboflavin, folic acid), canola oil, soybean oil, yeast, salt, corn and malt syrup, dried brewers yeast, sour cream powder (sour cream solids, cultured nonfat milk, citric acid), whey powder, milk powder, onion powder, habanero powder, sugar, autolyzed yeast, parsley flakes, natural flavors, citric acid. contains 2% or less of the following				15 g (15 g)			A Angonoa Inc	a-angonoa-inc	A Angonoa Inc	Snacks	en:snacks			United States	en:united-states			0									Vegetable oil, silicon dioxide (processing aid).									100g	100g			467	kcal	16.67	g	3.33	g	60	g	6.67	g	6.7	g	13.33	g	2500	mg	1000	mg	467	kcal	0	g	0	mg	0	IU	0	mg			0	mg	4.8	mg				3	en:3-processed-foods	d	14	unknown		1		-5	-15	1	0		2017-07-14T00:00:00Z	Chips, Pretzels & Snacks	LI	423474	2017-07-14T00:00:00Z	2019-04-01T00:00:00Z	Databases, database-usda, Database - USDA NDB
7610849656271	fr				Murray River Salt Flakes																Suisse	en:switzerland			0																		100g	100g																																									unknown			unknown		1		-5	-15	1	0								App - yuka, Apps
0814417020090	en		Jacobsen Salt Co., Pinot Noir, Pure Flake, Lemon Zest								0.25 tsp (1.3 g)			Jacobsen Salt Co.	jacobsen-salt-co	Jacobsen Salt Co.	Condiments, Groceries	en:condiments,en:groceries			United States	en:united-states			0									Jacobsen sea salt, lemon zest, pinot noir									100g	100g			0	kcal	0	g			0	g					0	g	80770	mg	32308	mg	0	kcal																		1	en:1-unprocessed-or-minimally-processed-foods			unknown		1		-5	-15	1	0		2017-06-25T00:00:00Z	Seasoning Mixes, Salts, Marinades & Tenderizers	LI	398225	2017-06-25T00:00:00Z	2019-04-01T00:00:00Z	Databases, database-usda, Database - USDA NDB
0813735015634	en		Crystal flakes natural sea salt wild mushrooms								0.25 tsp (1.5 g)			Crystal,  Falksalt	crystal,falksalt	FALKSALT	Condiments, Groceries	en:condiments,en:groceries			United States	en:united-states			0									Salt (sodium chloride min. 98%) porcini mushroom and aroma of porcini mushroom.									100g	100g			0	kcal	0	g			0	g	0	g	0	g	0	g	96667.5	mg	38667	mg	0	kcal	0	g	0	mg															unknown			unknown		1		-5	-15	1	0		2018-03-12T00:00:00Z	Seasoning Mixes, Salts, Marinades & Tenderizers	LI	383676	2018-03-12T00:00:00Z	2019-04-01T00:00:00Z	Databases, database-usda, Database - USDA NDB
0813735015054	en		Crystal flakes natural sea salt								0.25 tsp (1.5 g)			Crystal,  Falksalt	crystal,falksalt	FALKSALT	Condiments, Groceries	en:condiments,en:groceries			United States	en:united-states			0									Salt (sodium chloride min. 98%), keep in a dry place as salt easily attracts moisture.									100g	100g			0	kcal	0	g			0	g	0	g	0	g	0	g	96667.5	mg	38667	mg	0	kcal	0	g	0	mg															unknown			unknown		1		-5	-15	1	0		2018-09-08T00:00:00Z	Seasoning Mixes, Salts, Marinades & Tenderizers	LI	383603	2018-09-08T00:00:00Z	2019-04-01T00:00:00Z	Databases, database-usda, Database - USDA NDB
0079706021428	en		Fresh pumpkin ravioli				Fresh pumpkin, fresh pumpkin puree, pumpkin flakes, fresh sage, parmesan cheese (pasteurized part-skim milk, cheese culture, salt, enzymes, powdered cellulose to prevent caking), mascarpone cheese, mozzarella cheese (pasteurized milk, cheese cultures, salt, enzymes powdered cellulose to prevent caking), bread crumbs (wheat flour, sugar, yeast, salt), heavy cream, brown sugar, butter, maple syrup, nutmeg and sea salt. pasta				3.4 ONZ (95 g)			La Pasta Inc	la-pasta-inc	LA PASTA INC	Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Pastas	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas			United States	en:united-states			0									Durum flour (durum flour, niacin, thiamine riboflavin, folic acid.), pasteurized liquid whoe egg, spinach powder, paprika oleoresin, sage, and filtered water.				Gluten	en:gluten				100g	100g			232	kcal	6.32	g	3.68	g	26.32	g	4.21	g	1.1	g	9.47	g	867.5	mg	347	mg	232	kcal	0	g	32	mg	789	IU	3.8	mg			211	mg	1.89	mg		en:cereals	en:cereals-and-potatoes,en:cereals	4	en:4-ultra-processed-food-and-drink-products	b	2	unknown		1		-5	-15	1	0		2018-05-29T00:00:00Z	Pasta by Shape & Type	LI	371169	2018-05-29T00:00:00Z	2019-04-01T00:00:00Z	Databases, database-usda, Database - USDA NDB
20035440	en		Flake salt								0.25 tsp (0.9 g)			Fresh & Easy	fresh-easy	FRESH & EASY	Condiments, Groceries	en:condiments,en:groceries			United States	en:united-states			0									Sea salt.									100g	100g			0	kcal	0	g	0	g	0	g	0	g	0	g	0	g	97222.5	mg	38889	mg	0	kcal	0	g	0	mg	0	IU	0	mg			0	mg	0	mg				3	en:3-processed-foods	c	10	unknown		1		-5	-15	1	0		2018-04-27T00:00:00Z	Seasoning Mixes, Salts, Marinades & Tenderizers	LI	356616	2018-04-27T00:00:00Z	2019-04-01T00:00:00Z	Databases, database-usda, Database - USDA NDB
9310412000620	fr				Pink Himalayan Salt Flakes																Maldives	en:maldives			0																		100g	100g																																									unknown			unknown		1		-5	-15	1	0								App - yuka, Apps
5011428300059	fr				Maldon Salt Maldon Sea Salt Flakes, 1,5KG														Sans additifs	en:no-additives	France	en:france			0																		100g	100g			0	kcal	0	g	0	g	0	g	0	g			0	g	39	g	15.6	g	0	kcal																			unknown			unknown		1		-5	-15	1	0								App - yuka, Apps
5352001015954	fr				Dark Chocolate with Salt Flakes																France	en:france			0																		100g	100g			510	kcal	33.7	g	21.2	g	43.7	g	40.6	g			4.7	g	6.7	g	2.68	g	510	kcal																			unknown			unknown		1		-5	-15	1	0								App - yuka, Apps
8414606454099	fr				Paul and Pippa Cocoa Chips Organic Cocoa & Salt Flakes									Paul heumann	paul-heumann						France	en:france			0																		100g	100g			475	kcal			8.5				14.3		6.2		7		0.3		0.12	g	475	kcal																			unknown			unknown		1		-5	-15	1	0								App - Yuka, Apps
