"id","year","product_name","company","country","industry_group","weight_kg","carbon_footprint_pcf","upstream_percent_total_pcf","operations_percent_total_pcf","downstream_percent_total_pcf"
"15763-2-2013",2013,"""Ricoh Aficio MP C5502G, a Full-color MFP (Multi-function products) products that function as Copier, Network Printer, Scanner, (Facsimile).""","""Ricoh Co., Ltd.""","Japan","Technology Hardware & Equipment",130,2100,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"15763-3-2013",2013,"""Ricoh Aficio SP 8300DN, a high-speed Mono-chrome Network Printer""","""Ricoh Co., Ltd.""","Japan","Technology Hardware & Equipment",73,1297,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"15763-4-2013",2013,"""Ricoh Aficio SP C831DN, a high-speed Full-colour Network Printer""","""Ricoh Co., Ltd.""","Japan","Technology Hardware & Equipment",97,3210,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"15763-5-2013",2013,"""Ricoh Pro C751EX, a Production Printer (Full Color) that is used primarily for high-speed and production type (large print volume) job""","""Ricoh Co., Ltd.""","Japan","Technology Hardware & Equipment",550,7368,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"15763-6-2014",2014,"Ricoh MP C5503","""Ricoh Co., Ltd.""","Japan","Technology Hardware & Equipment",99.9,1940,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"15763-7-2014",2014,"Ricoh MP C8002SP: The product is a high-speed (80 images/minute) color multi-functional product (MFP) and is a major representative of our image solution products business.  The lifecycle emissions data of this product is provided as a case example of our entire image solution business products line which covers 77% of Ricoh's total revenue.","""Ricoh Co., Ltd.""","Japan","Technology Hardware & Equipment",241,6140,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"15763-8-2015",2015,"Ricoh MP 6054SPG","""Ricoh Co., Ltd.""","Japan","Technology Hardware & Equipment",74,1330,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"15763-9-2015",2015,"RICOH Pro C7110S QX100","""Ricoh Co., Ltd.""","Japan","Technology Hardware & Equipment",600,8080,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"16290-1-2013",2013,"SBS Board","Sappi","South Africa","Materials",1000,968,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"16290-1-2014",2014,"AlgroDesign","Sappi","South Africa","Materials",1000,1031.6,"30.17%","69.83%","0.00%"
"16290-2-2013",2013,"One side coated label paper","Sappi","South Africa","Materials",1000,949,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"16290-2-2014",2014,"Parade Prima","Sappi","South Africa","Materials",1000,1042.8,"30.92%","69.08%","0.00%"
"16290-3-2013",2013,"Uncoated flexible packaging paper","Sappi","South Africa","Materials",1000,1033,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"16290-3-2014",2014,"""Leine Mühle, Leine Silk""","Sappi","South Africa","Materials",1000,1060.9,"32.10%","67.90%","0.00%"
"16290-4-2013",2013,"One side coated flexible packaging paper","Sappi","South Africa","Materials",1000,973,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"16290-4-2014",2014,"Algro Helix","Sappi","South Africa","Materials",1000,1082.6,"33.46%","66.54%","0.00%"
"16423-1-2013",2013,"Acti9 – Residual current circuit breaker – iID K. The main function of the iID K product range is to ensure protection of people against electric shocks. PEP of this product is available here: http://planet.schneider-electric.com/C12577A200268439/all/14AA652B755F340C852577F3006F06D0/$File/envpep100201en.pdf","Schneider Electric","France","Capital Goods",0.21,19.1,"6.68%","1.44%","91.88%"
"16423-1-2014",2014,"ACTI9 IID K 2P 40A 30MA AC-TYPE RESIDUAL CURRENT CIRCUIT BREAKER","Schneider Electric","France","Capital Goods",0.21,19.1,"6.68%","1.44%","91.88%"
"16423-1-2015",2015,"ACTI9 IID K 2P 40A 30MA AC-TYPE RESIDUAL CURRENT CIRCUIT BREAKER","Schneider Electric","France","Electrical Equipment and Machinery",0.21,19.1,"6.68%","1.44%","91.88%"
"16423-2-2016",2016,"ACTI9 IID K 2P 40A 30MA AC-TYPE RESIDUAL CURRENT CIRCUIT BREAKER","Schneider Electric","France","Capital Goods",0.21,61.23,"1.92%","0.41%","97.66%"
"17280-1-2013",2013,"Corrugated box","Smurfit Kappa Group PLC","Ireland","Materials",1000,746,"87.01%","12.99%","0.00%"
"17280-1-2014",2014,"Corrugated Box","Smurfit Kappa Group PLC","Ireland","Materials",1000,746,"87.01%","12.99%","0.00%"
"17280-1-2015",2015,"Corrugated box","Smurfit Kappa Group PLC","Ireland","Containers & Packaging",1000,746,"87.01%","12.99%","0.00%"
"17280-2-2013",2013,"Board packaging","Smurfit Kappa Group PLC","Ireland","Materials",1000,964,"87.01%","12.99%","0.00%"
"17280-2-2014",2014,"Solid Board","Smurfit Kappa Group PLC","Ireland","Materials",1000,964,"87.01%","12.99%","0.00%"
"17280-2-2015",2015,"Solid Board","Smurfit Kappa Group PLC","Ireland","Containers & Packaging",1000,964,"87.01%","12.99%","0.00%"
"17296-1-2014",2014,"Sodium Carbonate","Solvay S.A.","Belgium","Materials",1,1.32,"1.52%","98.48%","0.00%"
"17296-2-2014",2014,"Sodium Bicarbonate","Solvay S.A.","Belgium","Materials",1,1.1,"0.91%","99.09%","0.00%"
"17296-2-2015",2015,"Sodium Bicarbonate","Solvay S.A.","Belgium","Chemicals",1,1.01,"9.90%","90.10%","0.00%"
"17296-2-2016",2016,"Sodium Bicarbonate","Solvay S.A.","Belgium","Materials",1,1.01,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"17296-3-2015",2015,"Dense Sodium Carbonate","Solvay S.A.","Belgium","Chemicals",1,1.29,"10.85%","89.15%","0.00%"
"17296-3-2016",2016,"Dense Sodium Carbonate","Solvay S.A.","Belgium","Materials",1,1.29,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"17296-4-2015",2015,"Light Sodium Carbonate","Solvay S.A.","Belgium","Chemicals",1,1.19,"10.92%","89.08%","0.00%"
"17296-4-2016",2016,"Light Sodium Carbonate","Solvay S.A.","Belgium","Materials",1,1.19,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"17659-1-2014",2014,"Staples Sustainable Earth 12A toner cartridge","""Staples, Inc.""","USA","Retailing",0.8172,2.526,"71.85%","7.62%","20.53%"
"17659-1-2015",2015,"Staples Sustainable Earth 12A toner cartridge","""Staples, Inc.""","USA","Retailing",0.8172,2.526,"71.85%","7.62%","20.53%"
"17659-2-2015",2015,"Staples Sustainable Earth 38A toner cartridge","""Staples, Inc.""","USA","Retailing",0.8172,8.38,"78.45%","5.26%","16.29%"
"17673-1-2015",2015,"D21710 Type 5 Corded Power Drill","""Stanley Black & Decker, Inc.""","USA","Electrical Equipment and Machinery",1.82,55.67,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"17673-1-2016",2016,"D21710 Type 5 Corded Power Drill","""Stanley Black & Decker, Inc.""","USA","Capital Goods",1.82,55.67,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"17673-2-2015",2015,"DC988 Type 11 Cordless Power Drill equipment with rechargeable NiCd batteries","""Stanley Black & Decker, Inc.""","USA","Electrical Equipment and Machinery",2.7,88.13,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"17673-2-2016",2016,"Cordless Power Drill ","""Stanley Black & Decker, Inc.""","USA","Capital Goods",2.7,88.13,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"17673-3-2016",2016,"33-725 Tape measure family","""Stanley Black & Decker, Inc.""","USA","Capital Goods",0.5,2.15,"78.19%","16.84%","4.97%"
"17788-10-2016",2016,"B-Free small cube (European supply chain)","Steelcase","USA","Commercial & Professional Services",13.05,23,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"17788-11-2016",2016,"B-Free Table (European supply chain)","Steelcase","USA","Commercial & Professional Services",51.7,150,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"17788-1-2013",2013,"Let’s B task chair","Steelcase","USA","Commercial & Professional Services",19.773,120,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"17788-1-2014",2014,"Let’s B task chair","Steelcase","USA","Commercial & Professional Services",19.773,120,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"17788-12-2016",2016,"Eastside (European supply chain)","Steelcase","USA","Commercial & Professional Services",6.165,29,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"17788-13-2016",2016,"Flip Top Twin (European supply chain)","Steelcase","USA","Commercial & Professional Services",32.916,94,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"17788-16-2016",2016,"FrameOne Bench (European supply chain)","Steelcase","USA","Commercial & Professional Services",154.804,380,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"17788-17-2016",2016,"Fusion (European supply chain)","Steelcase","USA","Commercial & Professional Services",35.331,71.8,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"17788-18-2016",2016,"Gesture (European supply chain)","Steelcase","USA","Commercial & Professional Services",35.38,170,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"17788-19-2016",2016,"Gesture (North American supply chain)","Steelcase","USA","Commercial & Professional Services",35.38,180,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"17788-20-2016",2016,"Implicit (European supply chain)","Steelcase","USA","Commercial & Professional Services",35.298,98,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"17788-21-2016",2016,"Kalidro (European supply chain)","Steelcase","USA","Commercial & Professional Services",37,51.5,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"17788-2-2013",2013,"""The Activa desks are highly ergonomic and offer different height adjustable versions in a single design. Its modular construction allows very easy assembly and reconfiguration.  The model chosen for analysis is the most frequently ordered one (reference W6412700) from the Activa Telescopic range. Standard features on this model include: - Top dimensions: 1600 mm x 800 mm - Melamine top, Snow WY - Steel leg and frame, Pearl Snow ZW - Telescopic height adjustment from 620 mm to 900 mm - Steel cable tray.""","Steelcase","USA","Commercial & Professional Services",44.706,160,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"17788-2-2014",2014,"Activa desk","Steelcase","USA","Commercial & Professional Services",44.706,160,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"17788-22-2016",2016,"Leap (European supply chain)","Steelcase","USA","Commercial & Professional Services",26.183,87.8,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"17788-23-2016",2016,"Let's B (European supply chain)","Steelcase","USA","Commercial & Professional Services",25,120,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"17788-24-2016",2016,"Movida (European supply chain)","Steelcase","USA","Commercial & Professional Services",38.337,39.6,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"17788-25-2016",2016,"New Think (European supply chain)","Steelcase","USA","Commercial & Professional Services",31,110,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"17788-26-2016",2016,"Ology (European supply chain)","Steelcase","USA","Commercial & Professional Services",40.9,95,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"17788-27-2016",2016,"Partito (European supply chain)","Steelcase","USA","Commercial & Professional Services",14.963,60,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"20822-2-2014",2014,"ColorQube 8900","Xerox Corporation","USA","Technology Hardware & Equipment",46.308,2445,"1.60%","27.72%","70.69%"
"17788-28-2016",2016,"Please (European supply chain)","Steelcase","USA","Commercial & Professional Services",23.623,90.9,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"17788-29-2016",2016,"Qivi (European supply chain)","Steelcase","USA","Commercial & Professional Services",5.17,56,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"17788-30-2016",2016,"Reply (European supply chain)","Steelcase","USA","Commercial & Professional Services",17.7,101,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"17788-3-2013",2013,"""Share It is a modular storage system. It offers personal storage, team storage, meeting point solutions and lockers.  Share It can be also used as space dividers, structuring workspaces. - It is modular and offers endless planning possibilities. - The range enhances collaboration providing communication platforms. - It helps people concentrate thanks to acoustics absorbing surfaces. - It offers wide range of finishes for different workplace ambiances.""","Steelcase","USA","Commercial & Professional Services",52.221,110.8,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"17788-3-2014",2014,"Share It modular storage system","Steelcase","USA","Commercial & Professional Services",52.221,110.8,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"17788-32-2016",2016,"Tenaro (European supply chain)","Steelcase","USA","Commercial & Professional Services",67.323,52.6,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"17788-33-2016",2016,"TNT* (European supply chain)","Steelcase","USA","Commercial & Professional Services",47.334,49.7,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"17788-34-2016",2016,"Universal Storage EU (European supply chain)","Steelcase","USA","Commercial & Professional Services",69.78,103.8,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"17788-36-2016",2016,"Westside (European supply chain)","Steelcase","USA","Commercial & Professional Services",5.057,18.8,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"17788-4-2013",2013,"The model chosen for analysis is the most popular model Think work chair.  It is a highly adjustable ergonomic chair equipped as follows: 1. Your PowerTM weight activated mechanism 2. Your ProfileTM seat and back flexors  3. Your PreferenceTM control  4. Adjustable seat depth 5. Adjustable seat height 6. Adjustable lumbar support 7. Adjustable armrests 8. Plastic base","Steelcase","USA","Commercial & Professional Services",17.252,85.5,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"17788-4-2014",2014,"Think work chair","Steelcase","USA","Commercial & Professional Services",17.252,85.5,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"17788-5-2016",2016,"32 Seconds (European supply chain)","Steelcase","USA","Commercial & Professional Services",21.77,100.2,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"17788-6-2016",2016,"Activa (European supply chain)","Steelcase","USA","Commercial & Professional Services",44.706,160,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"17788-7-2016",2016,"Amia (European supply chain)","Steelcase","USA","Commercial & Professional Services",13.01,111.2,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"17788-8-2016",2016,"B-Free big cube (European supply chain)","Steelcase","USA","Commercial & Professional Services",34.8,110,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"17788-9-2016",2016,"B-Free Desk (European supply chain)","Steelcase","USA","Commercial & Professional Services",42.1,100,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"18141-1-2015",2015,"Fungicide","Syngenta AG","Switzerland","Chemicals",1,2.8,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"18141-2-2015",2015,"Herbicide","Syngenta AG","Switzerland","Chemicals",1,3.72,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"18141-3-2015",2015,"Insecticide","Syngenta AG","Switzerland","Chemicals",1,4.82,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"18141-4-2015",2015,"Seed treatment","Syngenta AG","Switzerland","Chemicals",1,1.02,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"18288-1-2013",2013,"Soda Ash for Unilever plc","Tata Chemicals","India","Materials",1000,1282,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"18288-1-2014",2014,"Soda Ash","Tata Chemicals","India","Materials",1000,1057,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"18288-1-2015",2015,"Soda Ash","Tata Chemicals","India","Chemicals",1000,1006,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"18288-1-2017",2017,"Soda Ash","Tata Chemicals","India","Materials",1000,870,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"18288-2-2013",2013,"""Soda Ash for Wal-Mart Stores, Inc.""","Tata Chemicals","India","Materials",1000,701,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"18288-3-2014",2014,"Soda Ash from Tata Chemicals Europe","Tata Chemicals","India","Materials",1000,840,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"18288-3-2015",2015,"Soda Ash (Tata Chemicals Europe)","Tata Chemicals","India","Chemicals",1000,764,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"18288-4-2015",2015,"Soda Ash (Tata Chemicals Magadi)","Tata Chemicals","India","Chemicals",1000,504,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"18288-5-2015",2015,"Soda Ash (Tata Chemicals North America)","Tata Chemicals","India","Chemicals",1000,701,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"18288-6-2015",2015,"""Soda Ash (Tata Chemicals Mithapur, India)""","Tata Chemicals","India","Chemicals",1000,1083,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"18344-1-2014",2014,"Hot Rolled Steel","Tata Steel","India","Materials",1000,2425,"25.35%","70.60%","4.05%"
"18344-1-2015",2015,"Hot Rolled Steel (HR)","Tata Steel","India","""Mining - Iron, Aluminum, Other Metals""",1000,2615,"23.36%","65.05%","11.59%"
"18344-2-2014",2014,"Cold Rolled Steel","Tata Steel","India","Materials",1000,2549,"25.35%","70.60%","4.05%"
"18344-2-2015",2015,"Cold Rolled Steel (CR)","Tata Steel","India","""Mining - Iron, Aluminum, Other Metals""",1000,2746,"23.35%","65.04%","11.61%"
"18344-3-2014",2014,"Galvanised Steel","Tata Steel","India","Materials",1000,2611,"25.35%","70.59%","4.06%"
"18344-3-2015",2015,"Galvanized Steel (Galv)","Tata Steel","India","""Mining - Iron, Aluminum, Other Metals""",1000,2820,"23.36%","65.06%","11.58%"
"18585-1-2013",2013,"Tetra Brik® Aseptic Slim 200ml","TETRA PAK","Sweden","Materials",0.009,0.017,"88.24%","11.76%","0.00%"
"18585-1-2014",2014,"Tetra Brik® Aseptic Slim 200ml","TETRA PAK","Sweden","Materials",0.009,0.017,"88.24%","11.76%","0.00%"
"18585-1-2015",2015,"Tetra Brik® Aseptic Slim 200ml","TETRA PAK","Sweden","Containers & Packaging",0.009,0.017,"88.24%","11.76%","0.00%"
"18585-1-2016",2016,"Tetra Brik® Aseptic Slim 200ml","TETRA PAK","Sweden","Materials",0.009,0.016,"81.25%","18.75%","0.00%"
"18585-2-2013",2013,"Tetra Brik® Aseptic Slim 250ml","TETRA PAK","Sweden","Materials",0.01,0.018,"88.89%","11.11%","0.00%"
"18585-2-2014",2014,"Tetra Brik® Aseptic Slim 250ml","TETRA PAK","Sweden","Materials",0.01,0.018,"88.89%","11.11%","0.00%"
"18585-2-2015",2015,"Tetra Brik® Aseptic Slim 250ml","TETRA PAK","Sweden","Containers & Packaging",0.01,0.018,"88.89%","11.11%","0.00%"
"18585-2-2016",2016,"Tetra Brik® Aseptic Slim 250ml","TETRA PAK","Sweden","Materials",0.01,0.018,"83.33%","16.67%","0.00%"
"18585-3-2013",2013,"Tetra Brik® Aseptic Base 250ml","TETRA PAK","Sweden","Materials",0.01,0.018,"88.89%","11.11%","0.00%"
"18585-3-2014",2014,"Tetra Brik® Aseptic Base 250ml","TETRA PAK","Sweden","Materials",0.01,0.018,"88.89%","11.11%","0.00%"
"18585-3-2015",2015,"Tetra Brik® Aseptic Base 250ml","TETRA PAK","Sweden","Containers & Packaging",0.01,0.018,"88.89%","11.11%","0.00%"
"18585-3-2016",2016,"Tetra Brik® Aseptic Base 250ml","TETRA PAK","Sweden","Materials",0.01,0.017,"82.35%","17.65%","0.00%"
"18585-4-2013",2013,"Tetra Brik® Aseptic Base 1000ml","TETRA PAK","Sweden","Materials",0.028,0.046,"86.96%","13.04%","0.00%"
"18585-4-2014",2014,"Tetra Brik® Aseptic Base 1000ml","TETRA PAK","Sweden","Materials",0.028,0.046,"86.96%","13.04%","0.00%"
"18585-4-2015",2015,"Tetra Brik® Aseptic Base 1000ml","TETRA PAK","Sweden","Containers & Packaging",0.028,0.046,"86.96%","13.04%","0.00%"
"18585-4-2016",2016,"Tetra Brik® Aseptic Base 1000ml","TETRA PAK","Sweden","Materials",0.028,0.042,"83.33%","16.67%","0.00%"
"1884-1-2013",2013,"""Bloomberg's standard-issue flat panel configuration (prior to 2010) was two 19\"" panels mounted on a metal stand. In early 2010 Bloomberg engaged in the WRI Product Life Cycle Roadtest for this functional unit (cradle-to-grave). The functional unit has a lifespan of 5 years, so the emissions indicated [in this report] are the full emissions associated with that lifespan.""","Bloomberg","USA","Media",14.6,9438,"64.62%","0.57%","34.81%"
"1884-1-2014",2014,"Bloomberg-Provided Flat Panel Unit","Bloomberg","USA","Media",14.6,9438,"64.62%","0.57%","34.81%"
"1884-1-2015",2015,"Bloomberg-Provided Flat Panel Unit","Bloomberg","USA","Media",14.6,1766,"19.53%","1.02%","79.46%"
"1884-1-2016",2016,"Bloomberg-Provided Flat Panel Unit","Bloomberg","USA","Media",14.6,1766,"19.53%","1.02%","79.46%"
"1884-2-2013",2013,"""Bloomberg's standard keyboard which is optional hardware available for lease to all Bloomberg Terminal customers.  The functional unit has a lifespan of 3 years, so the emissions indicated [in this report] are the full emissions associated with that lifespan.""","Bloomberg","USA","Media",1.08,93.68,"33.96%","11.12%","54.92%"
"1884-2-2014",2014,"Bloomberg-Provided Keyboard","Bloomberg","USA","Media",1.08,93.68,"33.96%","11.12%","54.92%"
"1884-2-2015",2015,"Bloomberg-Provided Keyboard","Bloomberg","USA","Media",1.08,40,"56.43%","4.31%","39.26%"
"1884-2-2016",2016,"Bloomberg-Provided Keyboard","Bloomberg","USA","Media",1.08,40,"56.43%","4.31%","39.26%"
"1884-3-2013",2013,"""Bloomberg's biometric device (B-Unit) distributed to all Bloomberg Terminal customers.  The functional unit has a lifespan of 3 years, so the emissions indicated [in this report] are the full emissions associated with that lifespan.""","Bloomberg","USA","Media",0.029,2.18,"84.33%","6.91%","8.76%"
"1884-3-2014",2014,"Bloomberg B-Unit","Bloomberg","USA","Media",0.029,2.18,"84.33%","6.91%","8.76%"
"1884-3-2015",2015,"Bloomberg B-Unit","Bloomberg","USA","Media",0.029,2,"78.39%","15.58%","6.03%"
"1884-3-2016",2016,"Bloomberg B-Unit","Bloomberg","USA","Media",0.029,2,"78.39%","15.58%","6.03%"
"19100-1-2013",2013,"""TG582n Home Gateway to provide multiple play telecom data services (data, voice, TV) in the home.""","Technicolor SA","France","Media",0.599,111,"4.19%","1.60%","94.21%"
"19100-1-2014",2014,"Home Gateway TG582n","Technicolor SA","France","Media",0.599,111,"4.19%","1.60%","94.21%"
"19100-1-2015",2015,"Home Gateway TG582n","Technicolor SA","France","Media",0.599,111,"4.19%","1.60%","94.21%"
"19238-3-2017",2017,"GL film packages","""Toppan Printing Co., Ltd.""","Japan","Commercial & Professional Services",13.44,377.6,"70.15%","27.65%","2.20%"
"19238-4-2017",2017,"MR-PET film package","""Toppan Printing Co., Ltd.""","Japan","Commercial & Professional Services",13.44,363,"68.94%","31.06%","0.00%"
"19429-1-2016",2016,"""Agricultural tires, BlueTire Yechnology""","Trelleborg AB","Sweden","Capital Goods",370.69,1408.62,"63.92%","32.99%","3.09%"
"20033-1-2013",2013,"Polyethylene pipe","Radius Systems","United Kingdom","Capital Goods",1,2.52,"91.39%","7.94%","0.67%"
"20309-1-2013",2013,"VW Polo V 1.6 TDI BlueMotion Technology","Volkswagen AG","Germany","Automobiles & Components",993,21725,"18.63%","5.75%","75.62%"
"20309-1-2014",2014,"VW Polo","Volkswagen AG","Germany","Automobiles & Components",993,21725,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"20309-1-2015",2015,"Volkswagen Polo","Volkswagen AG","Germany","Automobiles & Components",993,21725,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"20309-1-2016",2016,"Volkswagen Polo","Volkswagen AG","Germany","Automobiles & Components",993,21725,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"20309-2-2013",2013,"VW Golf VII 1.6 TDI BlueMotion Technology","Volkswagen AG","Germany","Automobiles & Components",1358.056,22218,"19.52%","6.02%","74.46%"
"20309-2-2014",2014,"VW Golf","Volkswagen AG","Germany","Automobiles & Components",1394.343,22218,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"20309-2-2015",2015,"Volkswagen Golf","Volkswagen AG","Germany","Automobiles & Components",1394.343,22218,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
"20309-2-2016",2016,"Volkswagen Golf","Volkswagen AG","Germany","Automobiles & Components",1358.056,22218,"N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)","N/a (product with insufficient stage-level data)"
