code	lc	product_name_bg	product_name_de	product_name_el	product_name_en	product_name_es	product_name_fr	product_name_it	product_name_pl	generic_name_de	generic_name_el	generic_name_en	quantity	serving_size	packaging	packaging_tags	brands	brands_tags	brand_owner	categories	categories_tags	labels	labels_tags	countries	countries_tags	stores	stores_tags	obsolete	obsolete_since_date	origins	origins_tags	origin_en	manufacturing_places	manufacturing_places_tags	emb_codes	emb_codes_tags	ingredients_text_bg	ingredients_text_de	ingredients_text_el	ingredients_text_en	ingredients_text_es	ingredients_text_fr	ingredients_text_nl	ingredients_text_pl	allergens	allergens_tags	traces	traces_tags	no_nutrition_data	nutrition_data_per	nutrition_data_prepared_per	energy-kj_value	energy-kj_unit	energy-kj_prepared_value	energy-kj_prepared_unit	energy-kcal_value	energy-kcal_unit	energy-kcal_prepared_value	energy-kcal_prepared_unit	fat_value	fat_unit	fat_prepared_value	fat_prepared_unit	saturated-fat_value	saturated-fat_unit	saturated-fat_prepared_value	saturated-fat_prepared_unit	carbohydrates_value	carbohydrates_unit	carbohydrates_prepared_value	carbohydrates_prepared_unit	sugars_value	sugars_unit	sugars_prepared_value	sugars_prepared_unit	fiber_value	fiber_unit	fiber_prepared_value	fiber_prepared_unit	proteins_value	proteins_unit	proteins_prepared_value	proteins_prepared_unit	salt_value	salt_unit	salt_prepared_value	salt_prepared_unit	sodium_value	sodium_unit	sodium_prepared_value	sodium_prepared_unit	alcohol_value	alcohol_unit	energy_value	energy_unit	energy_prepared_value	energy_prepared_unit	monounsaturated-fat_value	monounsaturated-fat_unit	monounsaturated-fat_prepared_value	monounsaturated-fat_prepared_unit	polyunsaturated-fat_value	polyunsaturated-fat_unit	polyunsaturated-fat_prepared_value	polyunsaturated-fat_prepared_unit	trans-fat_value	trans-fat_unit	cholesterol_value	cholesterol_unit	starch_value	starch_unit	starch_prepared_value	starch_prepared_unit	polyols_value	polyols_unit	soluble-fiber_value	soluble-fiber_unit	insoluble-fiber_value	insoluble-fiber_unit	vitamin-a_value	vitamin-a_unit	vitamin-d_value	vitamin-d_unit	vitamin-k_value	vitamin-k_unit	vitamin-c_value	vitamin-c_unit	vitamin-b1_value	vitamin-b1_unit	vitamin-b2_value	vitamin-b2_unit	vitamin-pp_value	vitamin-pp_unit	vitamin-b6_value	vitamin-b6_unit	vitamin-b9_value	vitamin-b9_unit	folates_value	folates_unit	vitamin-b12_value	vitamin-b12_unit	pantothenic-acid_value	pantothenic-acid_unit	potassium_value	potassium_unit	calcium_value	calcium_unit	phosphorus_value	phosphorus_unit	iron_value	iron_unit	magnesium_value	magnesium_unit	zinc_value	zinc_unit	copper_value	copper_unit	manganese_value	manganese_unit	selenium_value	selenium_unit	iodine_value	iodine_unit	phylloquinone_value	phylloquinone_unit	link	off:food_groups	off:food_groups_tags	off:nova_groups	off:nova_groups_tags	off:nutriscore_grade	off:nutriscore_score	off:ecoscore_grade	off:ecoscore_score	off:ecoscore_data.missing_key_data	off:ecoscore_data.agribalyse.code	off:ecoscore_data.adjustments.origins_of_ingredients.value	off:ecoscore_data.adjustments.packaging.value	off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials	off:ecoscore_data.adjustments.production_system.value	off:ecoscore_data.adjustments.threatened_species.value	sources_fields:org-database-usda:available_date	sources_fields:org-database-usda:fdc_category	sources_fields:org-database-usda:fdc_data_source	sources_fields:org-database-usda:fdc_id	sources_fields:org-database-usda:modified_date	sources_fields:org-database-usda:publication_date	data_sources
5037166001508	en				Organic white sourdough long																	Organic, EU Organic, Non-EU Agriculture, EU Agriculture, EU/non-EU Agriculture, GB-ORG-05, Soil Association Organic	en:organic,en:eu-organic,en:non-eu-agriculture,en:eu-agriculture,en:eu-non-eu-agriculture,en:gb-org-05,en:soil-association-organic	United Kingdom	en:united-kingdom			0																						100g	100g					233	kcal			1	g			0.30000001192093	g			53.700000762939	g			0.40000000596046	g							5.9000000953674	g			1.1729999780655	g			0.4691999912262	g					233	kcal																																																																											unknown			unknown		1		-5	-15	1	15								App - yuka, Apps
2782500208756	en				Dannys bread country white sourdough 730g																			Australia	en:australia			0																						100g	100g					356.1	kcal			4.8	g			0.7	g			63.1	g			5.5	g							11.2	g			1.78	g			0.712	g					356.1	kcal																																																																											unknown			unknown		1		-5	-15	1	0								App - Yuka, Apps
9356748000279	en				Sourdough Tin 750g																			Australia	en:australia			0																						100g	100g					226.6	kcal			0.8	g			0.2	g			46	g			0.2	g							7.2	g			1.34	g			0.536	g					226.6	kcal																																																																											unknown			unknown		1		-5	-15	1	0								App - Yuka, Apps
5391536580087	en				Seeded Sourdough Sandwich																			Ireland	en:ireland			0																						100g	100g					239	kcal			2.4	g			0.8	g			46	g			1.2	g			1.1	g			7.7	g			1.36	g			0.544	g					239	kcal																																																																											unknown			unknown		1		-5	-15	1	0								App - Yuka, Apps
0094922963789	en				Sourdough								24 oz											United States	en:united-states			0																						100g	100g					244.44444444444	kcal			2.2222222222222	g			0	g			46.666666666667	g			0	g			2.2222222222222	g			8.8888888888889	g			1.2222222222222	g			0.48888888888888	g					244.44444444444	kcal																																																																											unknown			unknown		1		-5	-15	1	0								App - Yuka, Apps
0062639450441	en				Sunflower Sesame Sourdough Homestyle Loaf									100.0g			Save ons	save-ons						United States	en:united-states			0																						100g	100g					200	kcal			5	g			0.5	g			46	g			3	g			4	g			10	g			1	g			0.4	g					200	kcal																																																																											unknown			unknown		1		-5	-15	1	0								App - Yuka, Apps
0073132031112	en				Sourdough Bread									1 SLICE (57 g)					BIMBO BAKERIES USA, INC.	Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads			United States	en:united-states			0												enriched wheat flour [flour, reduced iron, niacin, thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid], water, whole wheat flour, sea salt, extra virgin olive oil, cultured wheat starch, enriched wheat farina [farina, reduced iron, niacin, thiamin mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid], yeast,					Gluten	en:gluten				100g	100g					246.15384615385	kcal			3.0769230769231	g			0	g			46.153846153846	g			0	g			1.5384615384615	g			9.2307692307692	g			1.2307692307692	g			0.49230769230768	g					246.15384615385	kcal			0	g			0	g			0	g	0	mg																																			0.04	g	5	% DV			10	% DV																en:bread	en:cereals-and-potatoes,en:bread	3	en:3-processed-foods	b	2	unknown		1		-5	-15	1	0		2019-03-18T00:00:00Z	Breads & Buns	LI	683548	2019-03-18T00:00:00Z	2019-12-06T00:00:00Z	Databases, database-usda, App - InFood, Apps, App - Yuka
0233750804998	en				PF Sourdough Boule								480 g	50.0g			Pane Fresco	pane-fresco		Plant-based foods and beverages, Plant-based foods	en:plant-based-foods-and-beverages,en:plant-based-foods			United States	en:united-states			0																					null	100g	100g					120	kcal			0	g			0	g			26	g			0	g			2	g			4	g			0.65	g			0.26	g					120	kcal																																																																											unknown	a	-1	unknown		1		-5	-15	1	0								App - Yuka, Apps, App - smoothie-openfoodfacts
9339687214167	en				Crafted Olive Sourdough Loaf																			Australia	en:australia			0																						100g	100g					216.30019	kcal			2.2	g			1	g			40.2	g			1	g							7	g			1.5075	g			0.603	g					216.30019	kcal																																																																											unknown			unknown		1		-5	-15	1	0								App - Yuka, Apps
0222001303892	fr						Sourdough bread																	Canada	en:canada			0																						100g	100g																																																																																																																							unknown			unknown		1		-5	-15	1	0								App - Yuka, Apps
0219011304490	fr						Sourdough Batard																	Canada	en:canada			0																						100g	100g					220	kcal			1	g			0	g			46	g			0	g			2	g			8	g			1.4	g			0.56	g					220	kcal																																																																											unknown			unknown		1		-5	-15	1	0								App - Yuka, Apps
00363174	en				Seeded Sourdough Half Bloomer								400 g	40g	Plastic	en:plastic	Sainsbury's	sainsbury-s		Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads			United Kingdom	en:united-kingdom	Sainsbury's Supermarket, Sainsbury's	sainsbury-s-supermarket,sainsbury-s	0												Fortified British Wheat Flour (Wheat Flour, Calcium Carbonate, ult RI Iron, Niacin, Thiamin), Water, Sunflower Seeds (6%), Golden Linseed (6%), Poppy Seed (4.5%), Pearl Barley, Sea Salt, Rapeseed Oil, Millet Seeds (19%). Malted Wheat 8400 Flour, Extra Virgin Olive Oil (0.5%), Pumpkin Seeds (0.5%), Soya Flour, Wheat 2000 Gluten, Fermented Wheat Flour, Kibbled Wheat, Barley Flour, Wheat Flour					Gluten, Soybeans	en:gluten,en:soybeans				100g	100g					283	kcal			5.4	g			1.1	g			46.1	g			3.1	g			3.8	g			10.7	g			0.83	g			0.332	g					283	kcal																																																																								en:bread	en:cereals-and-potatoes,en:bread	3	en:3-processed-foods	a	-2	unknown				-5	-10	1	0								App - yuka, Apps, App - Open Food Facts
2299625004496	en				Sourdough Bread								16 oz											United States	en:united-states			0																						100g	100g					263.15789473684	kcal			0.87719298245614	g			0	g			52.631578947368	g			1.7543859649123	g			1.7543859649123	g			10.526315789474	g			1.4035087719298	g			0.56140350877192	g					263.15789473684	kcal																																																																											unknown			unknown		1		-5	-15	1	0								App - Yuka, Apps
0850012082026	en				Sourdough bread								16 oz											United States	en:united-states			0																						100g	100g					300	kcal			3.2258064516129	g			0	g			58.064516129032	g			3.2258064516129	g			3.2258064516129	g			6.4516129032258	g			1.7661290322581	g			0.70645161290324	g					300	kcal																																																																											unknown			unknown		1		-5	-15	1	0								App - Yuka, Apps
00474030	en				Taste the difference. White sourdough bloomer												Sainsbury's	sainsbury-s						United Kingdom	en:united-kingdom	Sainsbury's	sainsbury-s	0																						100g	100g					261	kcal			4.3	g			0.6	g			45.5	g			2.4	g			1.9	g			9.1	g			0.9	g			0.36	g					261	kcal																																																																											unknown			unknown		1		-5	-15	1	0								App - Yuka, Apps
0813305013770	en				Bake at Home Sourdough Bread																	Organic, No GMOs, USDA Organic, Non GMO project	en:organic,en:no-gmos,en:usda-organic,en:non-gmo-project	United States	en:united-states			0																						100g	100g					232.14285714286	kcal			0	g			0	g			48.214285714286	g			0	g			1.7857142857143	g			7.1428571428571	g			1.1160714285714	g			0.44642857142856	g					232.14285714286	kcal																																																																											unknown			unknown		1		-5	-15	1	0								App - yuka, Apps
0815421012514	en				Rosemary sourdough einkorn crackers									18 CRACKERS (30 g)			Jovial	jovial	JOVIAL	Snacks, Salty snacks, Appetizers, Crackers	en:snacks,en:salty-snacks,en:appetizers,en:crackers	Organic, USDA Organic	en:organic,en:usda-organic	United States	en:united-states			0												Organic einkorn flour, organic einkorn sourdough starter (organic einkorn flour, water), organic palm fruit oil, sea salt, organic rosemary.					Gluten	en:gluten				100g	100g					433.33	kcal			13.33	g			3.33	g			66.67	g							3.3	g			10	g			1.9473	g			0.77892	g					433.33	kcal																									0	IU					0	mg																			0	mg			2.4	mg																en:appetizers	en:salty-snacks,en:appetizers	3	en:3-processed-foods			b	67	1	38402	-5	-15	1	0		2017-07-14T00:00:00Z	Flavored Snack Crackers	LI	537316	2017-07-14T00:00:00Z	2019-04-01T00:00:00Z	Databases, database-usda, App - yuka, Apps
0708923007228	en				Organic sourdough																	Organic, USDA Organic	en:organic,en:usda-organic	United States	en:united-states			0																						100g	100g					255.81395348837	kcal			0	g			0	g			53.488372093023	g			0	g							9.3023255813953	g			1.453488372093	g			0.5813953488372	g					255.81395348837	kcal																																																																											unknown			unknown		1		-5	-15	1	0								App - yuka, Apps
0040345000051	en				Whole wheat sourdough								22 oz							Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads	Organic, USDA Organic	en:organic,en:usda-organic	United States	en:united-states			0																						100g	100g					230.7692	kcal			0	g			0	g			48.7179	g			0	g			5.1282	g			10.2564	g			1.34615375	g			0.5384615	g					230.7692	kcal																																																																								en:bread	en:cereals-and-potatoes,en:bread		unknown	a	-3	unknown		1		-5	-15	1	0								App - yuka, Apps
5057172736669	en				Wholemeal and Rye Sourdough																			United Kingdom	en:united-kingdom			0												Fortified Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin (B3), Thiamin (B1)], Water, Wholemeal Wheat Flour (15%). Rye Flour (11%), Molasses, Malted Barley Flour, Salt, Fermented Wheat Flour, Malted Barley Extract, Flour Treatment Agent (Ascorbic Acid), Potato Starch, Rapeseed Oil, Wheat Flour. al for					Gluten	en:gluten				100g	100g					218	kcal			1.2	g			0.1	g			41	g			1.7	g			4.8	g			8.1	g			0.8	g			0.32	g					218	kcal																																																																											unknown			unknown		1		-5	-15	1	0								App - Yuka, Apps, App - IsVe
5057172729241	en				Rye sourdough crackers												Asda	asda				Vegetarian	en:vegetarian	United Kingdom	en:united-kingdom			0												Wholemeal Rye Flour (39%), Wholemeal Wheat Flour, Fortified Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin (B3), Thiamin (B1)], Sourdough Culture (12%) [Rye Flour, Malted Wheat Flour, Starter Culture, Yeast], Honey, Black Treacle, Sunflower Oil, Fermented Rye Flour, Salt, Deactivated Yeast.					Gluten	en:gluten				100g	100g					390	kcal			5.4	g			0.6	g			70	g			9.9	g			10	g			11	g			1.1	g			0.44	g					390	kcal																																																																											unknown			unknown		1		-5	-15	1	0								App - Yuka, Apps, App - IsVe
0230056904896	en				Sliced Sourdough Loaf								24.0 oz											United States	en:united-states			0																						100g	100g					263.15789473684	kcal			0.87719298245614	g			0	g			52.631578947368	g			0	g			1.7543859649123	g			8.7719298245614	g			1.5350877192982	g			0.61403508771928	g					263.15789473684	kcal																																																																											unknown			unknown		1		-5	-15	1	0								App - Yuka, Apps
9348424000024	en				Organic Spelt Sourdough																			Australia	en:australia			0																						100g	100g					154.2	kcal			0.8	g			0.2	g			24.7	g			1.3	g							7.6	g			2.2275	g			0.891	g					154.2	kcal																																																																											unknown			unknown		1		-5	-15	1	0								App - Yuka, Apps
4088700203279	en				Multigrain Sourdough																			Australia	en:australia			0																						100g	100g					91.358024691358	kcal			0.80246913580247	g			0.12345679012346	g			16.481481481481	g			0.49382716049383	g			1.2962962962963	g			0	g			0.49228395061727	g			0.196913580246908	g					91.358024691358	kcal																																																																											unknown			unknown		1		-5	-15	1	0								App - Yuka, Apps
9310174189304	en				Rustica Sourdough Tuscan Style Meatballs pizza								400 g				McCain	mccain				Health Star Rating, Health Star Rating 3	en:health-star-rating,en:health-star-rating-3	Australia	en:australia			0																						100g	100g					239	kcal			7.2	g			4.4	g			31	g			7.2	g							11.4	g			1.25	g			0.5	g					239	kcal																																																																											unknown			unknown		1		-5	-15	1	0								App - Yuka, Apps
06456665	en				Gluten Free Rustic White Loaf, Sourdough								1	67g	Plastic	en:plastic	Promise	promise		Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Specific products, Products for specific diets, Breads, Products without gluten, Gluten-free breads, Sourdough	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:specific-products,en:products-for-specific-diets,en:breads,en:products-without-gluten,en:gluten-free-breads,en:sourdough	Vegetarian, No gluten, Vegan	en:vegetarian,en:no-gluten,en:vegan	Canada	en:canada	Avril,Promise	avril,promise	0												"Water • Rice flour • Tapioca starch • Yeast • Cellulose • Corn starch • Psyllium seed husk L powder • Potato starch • Wholegrain corn flour • Rice starch • Canola oil • Sugars (golden syrup) Glycerol • Hydroxypropyl methylcellulose • Salt • Modified corn starch Sodium carboxymethyl cellulose • White vinegar • Sodium propionate • Rice bran Sorbic acid Methyl cellulose • Xanthan gum • Natural flavour • Folic acid • Thiamine. A Xa PRODUCT OF IRELAND /"							None	en:none		100g	100g					120	kcal			1.5	g																																	120	kcal																																																																								en:bread	en:cereals-and-potatoes,en:bread	4	en:4-ultra-processed-food-and-drink-products			b	74		7130	-5	-10	1	0								App - Open Food Facts, Apps, App - smoothie-openfoodfacts
0420957012657	en				"Freya’s White Sourdough Wrap"									70.0g			Freyas	freyas						Germany	en:germany			0																						100g	100g					290	kcal			7.14285714285714	g							45.1428576878139	g							4.71428564616612	g			9.14285727909633	g													290	kcal																																																																											unknown			unknown		1		-5	-15	1	0								
5057172668441	en				Multiseed stonebaked baguettes							Part-baked, wheat based baguettes, with sourdough, blended with linseeds, millet and sunflower seed	250g	4 servings	Plastic bag	en:plastic-bag	ASDA	asda		Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Pre-baked breads	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:pre-baked-breads	Vegetarian	en:vegetarian	United Kingdom	en:united-kingdom	ASDA	asda	0		United Kingdom	en:united-kingdom	United Kingdom	United Kingdom	united-kingdom						Wheat Flour, Water, Sourdough [Wheat, Water], Yeast, Brown Linseeds, Alcohol, Yellow Linseeds, Millet, Salt, Wheat Gluten, Sunflower Seeds, Rye Flour, Roasted Malted Barley Flour, Malted Wheat Flour, Oatmeal, Roasted Malted Wheat Flour, Deactivated Yeast, Barley Malt Flour, Barley Malt Extract, Antioxidant (Ascorbic acid)					Gluten, Oatmeal	en:gluten,en:oatmeal	Sesame seeds	en:sesame-seeds		100g	100g	1251	kJ			296	kcal			2.7	g			0.3	g			56	g			3.5	g			4	g			10	g			1.1	g			0.44	g					1251	kJ																																																																							https://groceries.asda.com/product/baguettes-part-baked-bread/asda-extra-special-bake-at-home-multiseed-stonebaked-baguettes/1000318360159	en:bread	en:cereals-and-potatoes,en:bread	4	en:4-ultra-processed-food-and-drink-products	a	-2	unknown				5	-10	1	0								App - Yuka, Apps
0223280002599	en				Signature Select Sourdough Bread																			United States	en:united-states			0																						100g	100g																																																																																																																							unknown			unknown		1		-5	-15	1	0								App - Yuka, Apps
7312080423154	en				Leksands Surdeig							rye sourdough crispbread	200 g	14 g	Paper	en:paper	Leksands	leksands		Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Crispbreads	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:crispbreads	Keyhole	en:keyhole	Norway	en:norway	Meny	meny	0																						100g	100g	1450	kJ			340	kcal			3.8	g			0.5	g			58	g			1.4	g			23	g			10	g			1.2	g			0.48	g					1450	kJ																																																																							https://www.leksands.no/vare-godbiter/surdeig/	en:bread	en:cereals-and-potatoes,en:bread		unknown	a	-1	unknown				-5	-1	0	0								App - Open Food Facts, Apps
0230449804994	en				Sourdough bread																			United States	en:united-states			0																						100g	100g					214.28571428571	kcal			0	g			0	g			48.214285714286	g			0	g			0	g			7.1428571428571	g			1.25	g			0.5	g					214.28571428571	kcal																																																																											unknown			unknown		1		-5	-15	1	0								App - Yuka, Apps
0072600005266	en				Sourdough Pretzels									11 PRETZELS (30 g)			Herr Foods Inc.	herr-foods-inc	Herr Foods Inc.	Snacks	en:snacks			United States	en:united-states			0												Enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate [vitamin b1], riboflavin [vitamin b2], folic acid), salt, yeast, natural flavor, and soda.					Gluten	en:gluten				100g	100g					333	kcal			1.67	g			0	g			76.67	g			0	g			6.7	g			10	g			3750	mg			1500	mg					333	kcal											0	g	0	mg											0	IU					0	mg	0	mg	0.113	mg	2.667	mg													0	mg			3.6	mg																		4	en:4-ultra-processed-food-and-drink-products	c	9	unknown		1		-5	-15	1	0		2018-01-19T00:00:00Z	Chips, Pretzels & Snacks	LI	495800	2018-01-19T00:00:00Z	2019-04-01T00:00:00Z	Databases, database-usda, Database - USDA NDB, App - InFood, Apps
0852418007214	en				Sourdough Walnut & Cranberry																			United States	en:united-states			0																						100g	100g					309.52380952381	kcal			5.952380952381	g			0	g			52.380952380952	g			4.7619047619048	g			2.3809523809524	g			9.5238095238095	g			1.0119047619048	g			0.40476190476192	g					309.52380952381	kcal																																																																											unknown			unknown		1		-5	-15	1	0								App - Yuka, Apps
0011110884640	en				Sourdough Bread												Kroger	kroger						United States	en:united-states			0																						100g	100g					269.23076923077	kcal			0	g			0	g			50	g			0	g							11.538461538462	g			1.3461538461539	g			0.53846153846156	g					269.23076923077	kcal																																																																											unknown			unknown		1		-5	-15	1	0								App - yuka, Apps
9320895001854	en				GoWell Sourdough Wrap																	Vegetarian, Vegan, Health Star Rating, Health Star Rating 5	en:vegetarian,en:vegan,en:health-star-rating,en:health-star-rating-5	Australia	en:australia			0																						100g	100g					250.956025	kcal			8.25	g			1.25	g			22.5	g			0.5	g							7.25	g			1.06875	g			0.4275	g					250.956025	kcal																																																																											unknown			unknown		1		-5	-15	1	0								App - yuka, Apps
9421014070123	en				Broken black rice and polenta sourdough									73.0g			Venere I	venere-i						New Zealand	en:new-zealand			0																						100g	100g					232.7397260274	kcal			4.6575342465753	g			3.8356164383562	g			42.465753424658	g			1.5068493150685	g			6.4383561643836	g			1.6438356164384	g			1.0753424657534	g			0.43013698630136	g					232.7397260274	kcal																																																																											unknown			unknown		1		-5	-15	1	0								App - Yuka, Apps
0865021000077	en				Cinnamon Raisin Sourdough								16 oz											United States	en:united-states			0																						100g	100g					192.98245614035	kcal			0.87719298245614	g			0	g			43.859649122807	g			3.5087719298246	g			5.2631578947368	g			3.5087719298246	g			1.0964912280702	g			0.43859649122808	g					192.98245614035	kcal																																																																											unknown			unknown		1		-5	-15	1	0								App - Yuka, Apps
0072220900729	en				Sourdough bread																			United States	en:united-states			0																						100g	100g					250	kcal			3.75	g			0	g			45	g			2.5	g			2.5	g			10	g			1.125	g			0.45	g					250	kcal																																																																											unknown			unknown		1		-5	-15	1	0								App - Yuka, Apps
0680596849896	en				Crusty 100% rye sourdough spread																			Australia	en:australia			0																						100g	100g					172.1	kcal			1.3	g			0.2	g			29.8	g			0.7	g							6.7	g			1.2025	g			0.481	g					172.1	kcal																																																																											unknown			unknown		1		-5	-15	1	0								App - Yuka, Apps
0759195918491	fr						Organic White Sourdough																	Canada	en:canada			0																						100g	100g																																																																																																																							unknown			unknown		1		-5	-15	1	0								App - Yuka, Apps
0230796302297	en				Sourdough rolls																			United States	en:united-states			0																						100g	100g					267.60563380282	kcal			0	g			0	g			54.929577464789	g			0	g			1.4084507042254	g			8.4507042253521	g			1.3732394366197	g			0.54929577464788	g					267.60563380282	kcal																																																																											unknown			unknown		1		-5	-15	1	0								App - Yuka, Apps
5010525126197	en				6 Crumpets with Sourdough												Morrisons	morrisons				Vegetarian, Vegan	en:vegetarian,en:vegan	United Kingdom	en:united-kingdom			0												water, wheat flour (wheat flour, calcium carbonate, iron, niacin, thiamin), sourdough culture (11%) (wheat flour, vater, brandy vinegar, salt, wheat starch), yeast, raising agents (diphosphates, potassium carbonates), sugar, preservative (calcium propionate), salt:					Gluten	en:gluten				100g	100g					175	kcal			0.6	g			0.1	g			35.4	g			1.2	g			2.1	g			5.7	g			1.1	g			0.44	g					175	kcal																																																																										4	en:4-ultra-processed-food-and-drink-products			unknown		1		-5	-15	1	0								App - yuka, Apps, App - InFood
4088700154212	en				Artisan Sourdough									62.0g			Bakers Life	bakers-life						Germany	en:germany			0																						100g	100g					246.77419354839	kcal			1.9354838709677	g			0.32258064516129	g			45	g			1.1290322580645	g			4.3548387096774	g			10	g			1.5725806451613	g			0.62903225806452	g					246.77419354839	kcal																																																																											unknown			unknown		1		-5	-15	1	0								App - Yuka, Apps
0967230989003	en				Waitrose stonebaked baguette  with sourdough									100.0g			Waitrose	waitrose						Ireland	en:ireland			0																						100g	100g					254	kcal			1	g			0.200000002980232	g			49.7000007629395	g			3.20000004768372	g			4	g			9.60000038146973	g													254	kcal																																																																											unknown			unknown		1		-5	-15	1	0								
9339687209200	en				35 Hr Sourdough Bread									65.0g			Wolworths	wolworths						Australia	en:australia			0																						100g	100g					258.1262	kcal			5.2307692307692	g			0.92307692307692	g			40.307692307692	g			2.4615384615385	g			3.3846153846154	g			10.307692307692	g			0.98076923076923	g			0.392307692307692	g					258.1262	kcal																																																																											unknown			unknown		1		-5	-15	1	0								App - Yuka, Apps
9323975105619	en				Original sourdough																			Australia	en:australia			0																						100g	100g					257.97443386243	kcal			2.3280423280423	g			0.31746031746032	g			44.973544973545	g			0.74074074074074	g			3.0687830687831	g			9.6296296296296	g			0.84126984126985	g			0.33650793650794	g					257.97443386243	kcal																																																																											unknown			unknown		1		-5	-15	1	0								App - Yuka, Apps
4088600524672	en				Dinner rools with sourdough												Aldi	aldi						United Kingdom	en:united-kingdom			0																						100g	100g					328	kcal			1.2	g			0.3	g			67.2	g			3.6	g			4	g			10.1	g			1.45	g			0.58	g					328	kcal																																																																											unknown			unknown		1		-5	-15	1	0								App - Yuka, Apps
0860997002629	en				Alex's awesome sourdough									0.5 PIE PREPARED (187 g)					Zaahh Inc.	Meals, Pizzas pies and quiches, Pizzas	en:meals,en:pizzas-pies-and-quiches,en:pizzas	Organic, No GMOs, USDA Organic, Non GMO project	en:organic,en:no-gmos,en:usda-organic,en:non-gmo-project	United States	en:united-states			0												Organic sourdough crust [organic wheat, filtered water, organic sourdough starter (organic wheat, filtered water), organic extra virgin olive oil, sonoma sea salt]. organic mozzarella (cultured pasteurized organic milk, sea salt, vegetable enzymes). organic cheddar (pasteurized organic milk, cheese cultures, sea salt, vegetable enzymes). organic crushed tomatoes (organic tomatoes, organic tomato puree, organic extra virgin olive oil, sea salt, organic basil, organic garlic). organic mushrooms (organic button mushrooms). organic herbs (organic oregano).					Gluten	en:gluten				100g	100g					251.33689839572	kcal			6.951871657754	g			3.2085561497326	g			35.828877005348	g			0.53475935828877	g			5.9	g			10.695187165775	g			1.2032085561497	g			0.48128342245988	g					251.33689839572	kcal											0	g	19	mg																																			176	mg	112	mg			1.18	mg																en:pizza-pies-and-quiches	en:composite-foods,en:pizza-pies-and-quiches	3	en:3-processed-foods	c	6	unknown		1		-5	-15	1	0		2020-02-18T00:00:00Z	Pizza	LI	804221	2020-02-18T00:00:00Z	2020-04-01T00:00:00Z	Databases, database-usda, App - yuka, Apps
0077975080047	en				Snyder's of hanover, sourdough nibblers, pretzels								16 oz	16 NIBBLERS) | (ABOUT (30 g)	Plastic bag	en:plastic-bag	Snyder's Of Hanover	snyder-s-of-hanover	Snyder's-Lance, Inc.	Snacks, Salty snacks, Appetizers, Crackers, Pretzel	en:snacks,en:salty-snacks,en:appetizers,en:crackers,en:pretzel	No GMOs, Non GMO project	en:no-gmos,en:non-gmo-project	United States	en:united-states	Thriftway	thriftway	0												Enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, salt, yeast, natural flavor, vitamin e (mixed tocopherols) added to preserve freshness, soda.					Gluten	en:gluten	Gluten	en:gluten		100g	100g					400	kcal			0	g			0	g			83.33	g			3.33	g			3.3	g			10	g			1667.5	mg			667	mg					400	kcal			0	g			0	g			0	g	0	mg											0	IU					0	mg	0	mg	0.453	mg	5.333	mg			30	µg	200	µg							0	mg			3.6	mg																en:appetizers	en:salty-snacks,en:appetizers	4	en:4-ultra-processed-food-and-drink-products	c	8	b	72		38107	-5	-10	1	0		2018-01-19T00:00:00Z	Chips, Pretzels & Snacks	LI	621568	2018-01-19T00:00:00Z	2019-12-06T00:00:00Z	Database - USDA NDB, Databases, App - yuka, Apps, database-usda, App - InFood
0037296201958	en				Sourdough Stuffing																	Organic, No GMOs, USDA Organic, Non GMO project	en:organic,en:no-gmos,en:usda-organic,en:non-gmo-project	United States	en:united-states			0																						100g	100g					392.85714285714	kcal			10.714285714286	g			0	g			64.285714285714	g			0	g							10.714285714286	g			1.6071428571429	g			0.64285714285716	g					392.85714285714	kcal																																																																											unknown			unknown		1		-5	-15	1	0								App - yuka, Apps
