date,cloud_cover,sunshine,global_radiation,max_temp,mean_temp,min_temp,precipitation,pressure,snow_depth
19840627,3.0,11.7,302.0,17.4,18.4,12.3,0.0,102070.0,0.0
19840628,6.0,2.2,151.0,18.8,13.8,10.3,0.0,101900.0,0.0
19840629,5.0,8.4,256.0,19.4,13.0,7.3,0.0,101720.0,0.0
19840630,3.0,10.4,284.0,21.9,14.0,8.5,0.0,101940.0,0.0
19840701,4.0,5.3,208.0,18.1,16.2,10.4,0.0,101910.0,0.0
19840702,5.0,6.6,229.0,22.0,14.5,10.9,0.1,101940.0,0.0
19840703,4.0,12.3,308.0,22.5,15.2,8.5,0.0,102680.0,0.0
19840704,3.0,11.7,300.0,26.1,16.1,9.7,0.0,102750.0,0.0
19840705,1.0,13.4,321.0,27.7,19.0,12.0,0.0,102580.0,0.0
19840706,1.0,13.5,321.0,28.2,20.0,12.4,0.0,102260.0,0.0
19840707,1.0,13.8,325.0,31.7,20.9,13.6,0.0,101880.0,0.0
19840708,2.0,11.9,300.0,22.2,23.6,15.5,0.0,101220.0,0.0
19840709,6.0,1.7,137.0,24.4,18.4,14.5,0.6,101130.0,0.0
19840710,6.0,12.2,303.0,23.3,19.4,14.3,0.0,101190.0,0.0
19840711,4.0,5.3,205.0,20.1,18.2,13.2,0.0,101040.0,0.0
19840712,6.0,1.6,134.0,21.9,16.8,13.6,5.8,101270.0,0.0
19840713,6.0,5.5,208.0,19.9,17.2,12.5,1.3,101500.0,0.0
19840714,7.0,0.5,103.0,18.9,17.0,14.1,0.9,101130.0,0.0
19840715,5.0,7.3,234.0,21.2,15.0,11.2,5.1,101430.0,0.0
19840716,3.0,9.7,267.0,23.4,15.8,10.5,0.0,102110.0,0.0
19840717,4.0,8.3,247.0,24.5,16.8,10.2,0.0,102320.0,0.0
19840718,6.0,4.1,182.0,21.2,20.2,16.0,0.1,102260.0,0.0
19840719,5.0,4.9,195.0,20.2,17.7,14.2,0.0,102450.0,0.0
19840720,7.0,2.6,153.0,27.3,16.2,12.3,0.0,102400.0,0.0
19840721,4.0,9.2,257.0,25.8,19.2,11.2,0.0,102130.0,0.0
19840722,5.0,5.1,196.0,26.8,20.0,14.2,1.6,102090.0,0.0
19840723,3.0,9.6,261.0,23.5,20.4,14.0,0.0,102090.0,0.0
19840724,5.0,6.1,211.0,19.3,18.2,12.8,0.2,102090.0,0.0
19840725,6.0,0.9,111.0,24.3,16.0,12.6,2.3,102110.0,0.0
19840726,6.0,5.3,197.0,30.6,18.0,11.6,0.0,102630.0,0.0
19840727,5.0,6.1,209.0,30.6,21.6,12.5,0.0,102720.0,0.0
19840728,2.0,13.9,310.0,28.4,23.2,15.7,0.0,102290.0,0.0
19840729,2.0,11.9,285.0,28.9,20.5,12.6,0.0,101640.0,0.0
19840730,7.0,5.3,194.0,25.5,23.4,18.0,1.2,100700.0,0.0
19840731,5.0,6.9,217.0,25.3,20.8,16.2,0.0,100980.0,0.0
19840801,4.0,11.9,282.0,22.2,18.4,11.5,1.9,102110.0,0.0
19840802,7.0,4.7,182.0,22.8,18.4,14.6,0.9,101360.0,0.0
19840803,6.0,8.7,239.0,19.8,19.4,16.0,10.6,101240.0,0.0
19840804,6.0,2.9,149.0,19.8,17.0,14.1,2.6,101260.0,0.0
19840805,6.0,4.3,173.0,22.8,16.6,13.5,0.0,101950.0,0.0
19840806,6.0,9.7,249.0,19.5,16.2,9.5,0.2,102260.0,0.0
19840807,7.0,4.4,173.0,21.5,17.0,14.6,0.6,101850.0,0.0
19840808,6.0,3.3,154.0,24.0,16.4,11.4,0.0,102260.0,0.0
19840809,3.0,10.4,254.0,19.8,18.3,12.6,0.0,102600.0,0.0
19840810,5.0,2.3,134.0,23.1,16.6,13.3,0.0,102550.0,0.0
19840811,2.0,12.0,271.0,23.6,15.8,8.5,0.0,102150.0,0.0
19840812,3.0,8.5,227.0,24.5,17.3,11.0,0.0,102070.0,0.0
19840813,6.0,4.3,166.0,26.5,20.2,16.0,0.0,101840.0,0.0
19840814,6.0,5.8,188.0,26.2,20.6,14.8,0.0,101730.0,0.0
19840815,5.0,6.5,196.0,24.9,20.4,14.7,9.1,101790.0,0.0
19840816,5.0,4.4,165.0,24.3,19.4,13.9,0.0,101910.0,0.0
19840817,3.0,6.2,190.0,25.9,19.2,14.0,0.0,102170.0,0.0
19840818,5.0,8.5,219.0,28.8,19.4,12.9,0.0,102330.0,0.0
19840819,4.0,11.5,253.0,29.7,21.2,13.5,0.0,102290.0,0.0
19840820,0.0,11.7,254.0,29.8,22.0,14.3,0.0,101970.0,0.0
19840821,2.0,11.0,245.0,23.9,23.6,17.3,0.0,101470.0,0.0
19840822,6.0,1.6,110.0,27.0,20.6,17.2,0.0,101070.0,0.0
19840823,5.0,2.7,130.0,23.9,20.8,14.5,0.8,100850.0,0.0
19840824,8.0,0.1,68.0,23.7,20.8,17.7,1.1,100960.0,0.0
19840825,4.0,6.7,187.0,23.5,20.0,16.3,0.0,101560.0,0.0
19840826,3.0,5.7,172.0,26.5,18.4,13.3,0.0,101770.0,0.0
19840827,4.0,5.0,161.0,26.2,20.5,14.5,0.0,101910.0,0.0
19840828,3.0,7.7,195.0,26.3,20.7,15.2,0.0,102020.0,0.0
19840829,6.0,5.3,163.0,26.9,20.3,14.3,0.0,101880.0,0.0
19840830,6.0,6.9,183.0,25.0,21.8,16.8,0.0,101600.0,0.0
19840831,5.0,6.4,175.0,24.4,21.6,18.2,0.0,101660.0,0.0
19840901,4.0,4.7,145.0,25.3,20.2,15.9,0.0,101720.0,0.0
19840902,4.0,7.1,174.0,25.4,18.8,12.4,0.0,101390.0,0.0
19840903,6.0,7.4,176.0,16.3,21.0,16.5,3.3,101030.0,0.0
19840904,6.0,0.3,67.0,16.6,15.4,14.4,0.0,100780.0,0.0
19840905,4.0,6.3,160.0,17.4,11.6,6.7,0.0,101890.0,0.0
19840906,6.0,0.8,78.0,16.6,13.6,9.7,0.0,102340.0,0.0
19840907,6.0,1.3,87.0,19.4,12.8,9.0,0.0,102170.0,0.0
19840908,7.0,1.8,95.0,21.2,14.3,9.2,0.1,101580.0,0.0
19840909,6.0,3.9,125.0,16.8,17.4,13.5,4.5,100130.0,0.0
19840910,6.0,0.8,75.0,22.1,13.6,10.3,0.0,100860.0,0.0
19840911,6.0,1.5,87.0,22.4,16.2,10.2,0.0,101330.0,0.0
19840912,5.0,1.6,88.0,21.5,17.0,11.7,0.0,101810.0,0.0
19840913,6.0,2.5,101.0,19.0,17.0,12.6,4.3,101570.0,0.0
19840914,7.0,2.8,105.0,17.2,16.7,14.4,2.5,100990.0,0.0
19840915,7.0,2.9,105.0,18.6,15.2,13.1,0.0,101590.0,0.0
19840916,7.0,0.0,47.0,16.0,16.0,13.4,1.4,101780.0,0.0
19840917,7.0,0.1,52.0,18.1,14.5,13.0,4.5,100900.0,0.0
19840918,5.0,5.4,132.0,18.4,13.7,9.3,0.0,100900.0,0.0
19840919,7.0,2.0,88.0,17.6,15.2,11.9,13.2,100970.0,0.0
19840920,6.0,1.0,71.0,15.2,14.9,12.2,21.8,100390.0,0.0
19840921,5.0,6.2,136.0,16.7,11.6,8.0,6.5,100160.0,0.0
19840922,5.0,5.4,126.0,12.7,12.8,9.0,0.2,99860.0,0.0
19840923,5.0,1.1,70.0,13.6,10.1,7.5,0.5,99680.0,0.0
19840924,6.0,1.9,81.0,16.0,11.0,8.4,1.7,100430.0,0.0
19840925,5.0,2.3,86.0,17.6,10.9,5.8,0.0,101160.0,0.0
19840926,3.0,9.0,154.0,18.1,12.0,6.4,0.0,101120.0,0.0
19840927,6.0,0.1,45.0,20.5,13.0,8.0,0.0,101270.0,0.0
19840928,5.0,4.7,110.0,19.2,16.8,13.2,6.0,100690.0,0.0
19840929,4.0,7.8,139.0,17.0,16.4,13.5,2.9,100740.0,0.0
19840930,5.0,5.4,115.0,16.4,14.4,11.8,0.0,100540.0,0.0
19841001,5.0,6.9,127.0,15.7,10.6,4.8,0.0,100070.0,0.0
19841002,4.0,3.6,94.0,15.1,11.1,6.5,7.8,99730.0,0.0
19841003,5.0,3.1,87.0,16.1,11.4,7.6,0.5,99770.0,0.0
19841004,6.0,6.6,120.0,13.4,11.4,6.7,2.1,99730.0,0.0
19841005,8.0,0.0,36.0,14.5,11.8,10.3,36.0,100070.0,0.0
19841006,3.0,6.4,115.0,15.0,10.8,7.1,0.0,101790.0,0.0
19841007,6.0,0.5,48.0,19.8,9.9,4.8,0.9,102460.0,0.0
19841008,8.0,0.7,51.0,17.8,14.8,9.7,0.0,102130.0,0.0
19841009,8.0,0.3,43.0,14.9,16.0,14.2,5.9,102310.0,0.0
19841010,7.0,0.0,33.0,17.0,13.0,11.2,0.2,102430.0,0.0
19841011,4.0,6.3,107.0,17.9,11.0,5.1,0.0,102520.0,0.0
19841012,6.0,6.3,106.0,15.4,13.2,8.6,0.0,102640.0,0.0
19841013,7.0,0.1,35.0,18.8,13.2,11.1,0.0,102660.0,0.0
19841014,2.0,9.1,124.0,14.3,14.2,9.5,0.0,102910.0,0.0
19841015,6.0,0.1,34.0,15.5,10.6,6.9,0.0,102930.0,0.0
19841016,7.0,0.0,30.0,14.4,13.3,11.1,0.0,102520.0,0.0
19841017,8.0,0.1,33.0,15.4,13.0,11.5,2.5,101390.0,0.0
19841018,6.0,3.5,74.0,15.0,13.8,12.1,1.5,99710.0,0.0
19841019,6.0,0.1,32.0,13.9,13.4,11.7,3.7,99200.0,0.0
19841020,2.0,8.2,108.0,15.8,11.2,8.5,0.0,100430.0,0.0
19841021,5.0,4.3,78.0,16.6,10.2,4.7,5.8,101800.0,0.0
19841022,8.0,0.0,27.0,13.9,12.4,8.1,5.5,100770.0,0.0
19841023,6.0,2.6,61.0,15.8,12.2,10.6,0.0,101240.0,0.0
19841024,7.0,0.0,26.0,15.0,11.0,6.2,8.1,100690.0,0.0
19841025,5.0,1.9,53.0,12.0,13.2,11.4,0.0,99880.0,0.0
19841026,3.0,4.3,72.0,13.5,8.3,4.6,0.0,101240.0,0.0
19841027,2.0,7.6,94.0,16.3,7.0,0.6,1.0,102160.0,0.0
19841028,8.0,0.0,24.0,18.4,8.7,1.1,1.3,102010.0,0.0
19841029,7.0,0.3,31.0,18.4,14.8,11.3,0.0,102200.0,0.0
19841030,5.0,4.5,69.0,17.6,15.9,13.4,0.0,102080.0,0.0
19841031,5.0,3.8,63.0,18.3,14.8,12.1,0.0,101980.0,0.0
19841101,4.0,7.3,85.0,17.3,14.4,10.5,0.0,101380.0,0.0
19841102,5.0,4.1,64.0,11.9,14.2,11.0,7.8,100790.0,0.0
19841103,3.0,8.1,87.0,11.2,8.8,5.8,0.2,101220.0,0.0
19841104,4.0,5.5,71.0,9.0,7.8,4.5,0.0,101050.0,0.0
19841105,7.0,1.0,36.0,11.0,7.5,6.0,6.0,100560.0,0.0
19841106,7.0,0.0,21.0,13.9,8.6,6.2,0.9,99940.0,0.0
19841107,6.0,2.5,48.0,16.0,10.4,6.9,0.6,100240.0,0.0
19841108,7.0,1.7,41.0,15.6,12.8,9.7,1.8,99940.0,0.0
19841109,8.0,0.5,28.0,14.3,12.1,8.6,0.7,100000.0,0.0
19841110,5.0,6.6,71.0,15.0,12.0,9.8,0.0,101110.0,0.0
19841111,7.0,0.4,26.0,15.7,10.4,5.7,0.0,101400.0,0.0
19841112,7.0,0.6,28.0,11.0,13.0,10.2,6.8,100640.0,0.0
19841113,8.0,0.0,18.0,12.3,9.6,8.1,0.1,100780.0,0.0
19841114,7.0,0.8,29.0,4.5,10.4,8.5,0.0,99980.0,0.0
19841115,4.0,0.0,18.0,7.9,3.0,1.4,0.0,99980.0,0.0
19841116,7.0,0.0,17.0,6.6,4.8,1.6,7.6,99590.0,0.0
19841117,8.0,0.0,17.0,8.5,5.0,3.3,0.8,99960.0,0.0
19841118,7.0,3.2,45.0,8.7,6.8,5.0,0.2,99770.0,0.0
19841119,6.0,4.5,52.0,11.9,6.8,5.0,0.0,100190.0,0.0
19841120,5.0,3.1,43.0,13.4,6.4,0.9,4.4,100660.0,0.0
19841121,6.0,4.3,50.0,12.7,8.4,3.5,7.5,99970.0,0.0
19841122,7.0,0.0,16.0,14.7,10.5,8.3,11.8,98810.0,0.0
19841123,6.0,0.4,22.0,12.9,11.4,8.2,4.6,98560.0,0.0
19841124,3.0,3.5,44.0,10.2,10.4,8.0,0.7,99910.0,0.0
19841125,3.0,2.7,39.0,9.5,8.0,5.9,1.2,101020.0,0.0
19841126,1.0,7.5,62.0,11.8,5.2,0.9,0.0,102260.0,0.0
19841127,8.0,0.0,15.0,13.6,6.8,1.7,0.4,101980.0,0.0
19841128,5.0,4.1,45.0,12.5,11.4,9.3,1.4,101150.0,0.0
19841129,5.0,0.1,17.0,13.7,11.1,9.7,0.2,101000.0,0.0
19841130,5.0,2.9,38.0,13.6,10.8,8.0,4.1,100050.0,0.0
19841201,6.0,0.7,21.0,9.1,11.2,8.8,0.4,99820.0,0.0
19841202,7.0,0.0,13.0,10.1,7.8,6.6,6.0,100600.0,0.0
19841203,7.0,0.0,13.0,11.2,7.6,5.0,1.9,100930.0,0.0
19841204,6.0,0.5,19.0,11.5,9.0,6.7,0.4,101760.0,0.0
19841205,8.0,0.0,13.0,9.5,10.2,9.0,9.8,101730.0,0.0
19841206,5.0,3.3,36.0,11.4,7.8,6.2,0.0,102330.0,0.0
19841207,4.0,4.5,41.0,9.7,8.1,4.8,0.0,102850.0,0.0
19841208,7.0,0.2,16.0,9.0,6.1,2.5,0.7,102720.0,0.0
19841209,4.0,6.3,48.0,7.8,5.9,2.8,0.0,103260.0,0.0
19841210,3.0,3.1,34.0,5.1,4.8,1.7,0.1,103190.0,0.0
19841211,0.0,0.0,12.0,7.5,2.4,-0.3,0.1,102780.0,0.0
19841212,7.0,1.3,24.0,9.0,3.8,0.0,0.0,101890.0,0.0
19841213,8.0,0.0,12.0,9.1,6.0,3.0,4.8,100710.0,0.0
19841214,7.0,1.0,22.0,8.0,6.2,3.4,0.9,100930.0,0.0
19841215,6.0,3.4,35.0,6.7,5.3,2.6,9.4,101420.0,0.0
19841216,7.0,0.2,15.0,9.7,4.0,1.3,2.6,101160.0,0.0
19841217,7.0,0.0,12.0,8.9,5.4,1.0,1.5,100780.0,0.0
19841218,4.0,5.5,44.0,11.2,3.7,-1.5,1.0,101310.0,0.0
19841219,7.0,1.3,23.0,12.3,5.4,-0.3,1.6,101580.0,0.0
19841220,7.0,0.0,12.0,7.6,10.2,8.0,0.2,101390.0,0.0
19841221,4.0,5.5,44.0,10.5,4.6,1.5,0.0,102710.0,0.0
19841222,7.0,0.0,12.0,12.6,6.1,1.7,3.1,102600.0,0.0
19841223,8.0,0.0,12.0,8.6,8.0,3.5,0.9,101580.0,0.0
19841224,5.0,0.4,17.0,7.5,8.2,7.9,0.9,101030.0,0.0
19841225,4.0,0.5,18.0,4.5,3.2,-1.0,4.1,101170.0,0.0
19841226,3.0,5.5,44.0,4.5,1.8,-0.8,0.0,100540.0,0.0
19841227,4.0,4.4,40.0,3.0,2.2,-0.2,0.0,101730.0,0.0
19841228,,0.3,16.0,5.7,1.7,0.4,0.0,103290.0,0.0
19841229,7.0,0.1,14.0,7.0,2.0,-1.6,5.1,103800.0,0.0
19841230,8.0,0.0,13.0,8.6,2.8,-1.3,1.2,103670.0,0.0
19841231,5.0,1.3,24.0,5.4,7.1,5.6,0.0,103040.0,0.0
19850101,3.0,4.4,41.0,3.6,4.0,2.7,0.0,102100.0,0.0
19850102,5.0,3.0,34.0,3.4,2.2,0.7,0.0,101840.0,0.0
19850103,7.0,0.0,13.0,3.5,2.0,0.6,0.0,101700.0,0.0
19850104,6.0,1.0,23.0,0.3,1.4,-0.6,0.2,101500.0,0.0
19850105,3.0,3.7,38.0,3.6,-1.2,-2.7,2.0,101780.0,0.0
19850106,3.0,1.4,26.0,-1.7,-0.8,-5.1,1.0,101370.0,4.0
19850107,4.0,5.0,45.0,-1.0,-3.1,-4.5,0.0,101760.0,1.0
19850108,7.0,0.0,13.0,2.2,-4.0,-7.1,0.0,101950.0,1.0
19850109,5.0,0.9,23.0,3.5,-1.2,-4.6,0.0,101620.0,1.0
19850110,5.0,0.3,18.0,2.7,-0.2,-3.9,0.0,102380.0,0.0
19850111,5.0,0.9,24.0,4.1,0.1,-2.5,0.0,103020.0,0.0
19850112,7.0,2.2,33.0,-0.6,0.6,-2.8,0.9,102920.0,0.0
19850113,6.0,0.0,14.0,0.9,-1.3,-2.0,0.1,102840.0,0.0
19850114,7.0,0.0,14.0,-1.2,-1.4,-3.6,0.4,102910.0,0.0
19850115,6.0,2.7,37.0,-4.0,-2.2,-3.3,0.1,102510.0,1.0
19850116,8.0,0.0,15.0,0.6,-5.2,-6.5,0.0,102360.0,1.0
19850117,4.0,2.1,34.0,2.0,-3.6,-7.7,0.0,101250.0,1.0
19850118,8.0,0.0,15.0,1.8,-3.0,-8.0,0.0,100400.0,1.0
19850119,8.0,0.0,16.0,6.6,0.9,0.0,0.0,100850.0,0.0
19850120,8.0,0.0,16.0,10.1,3.1,-0.4,5.8,100140.0,0.0
19850121,8.0,0.0,16.0,5.0,5.4,0.7,7.7,98480.0,0.0
19850122,3.0,7.5,66.0,4.9,2.9,0.8,0.0,98980.0,0.0
19850123,3.0,6.4,62.0,8.2,2.0,-0.8,0.0,100280.0,0.0
19850124,5.0,0.1,19.0,7.7,2.7,-2.8,4.0,100600.0,0.0
19850125,7.0,0.0,17.0,4.6,4.0,0.2,11.8,99560.0,0.0
19850126,6.0,0.0,17.0,6.1,4.0,3.5,0.3,99700.0,0.0
19850127,6.0,0.0,18.0,9.8,0.8,-4.6,1.5,101060.0,0.0
19850128,5.0,2.9,45.0,11.4,3.9,-2.0,1.5,100550.0,0.0
19850129,8.0,0.0,18.0,10.9,7.2,2.9,3.5,101410.0,0.0
19850130,5.0,1.1,33.0,11.7,6.6,2.4,0.5,102220.0,0.0
19850131,7.0,1.3,35.0,13.3,8.0,4.2,0.0,101630.0,0.0
19850201,7.0,2.3,44.0,12.7,11.0,8.7,0.0,101850.0,0.0
19850202,7.0,1.8,40.0,10.5,9.7,6.7,0.0,102160.0,0.0
19850203,7.0,0.0,20.0,10.7,8.4,6.2,0.1,102800.0,0.0
19850204,6.0,1.2,36.0,8.8,9.3,7.9,0.0,102360.0,0.0
19850205,5.0,3.3,54.0,11.6,5.2,1.5,0.0,101520.0,0.0
19850206,7.0,0.4,29.0,4.4,7.2,2.8,2.1,101700.0,0.0
19850207,8.0,0.0,21.0,3.3,4.3,4.2,5.7,101630.0,0.0
19850208,8.0,0.0,22.0,0.0,3.2,3.0,13.6,100310.0,0.0
19850209,8.0,0.0,22.0,-1.8,-0.2,-0.5,4.2,100510.0,4.0
19850210,5.0,6.3,79.0,-0.5,-2.6,-3.3,0.0,100860.0,5.0
19850211,1.0,8.1,92.0,0.3,-2.6,-4.6,0.0,100910.0,5.0
19850212,1.0,7.6,90.0,-1.0,-2.6,-5.6,0.0,100790.0,4.0
19850213,5.0,0.1,27.0,2.0,-4.1,-7.2,0.0,100870.0,4.0
19850214,4.0,3.9,67.0,-0.2,-2.5,-7.0,0.0,101540.0,4.0
19850215,5.0,4.2,70.0,3.7,-1.9,-3.6,0.0,102600.0,4.0
19850216,3.0,8.5,101.0,4.7,-0.4,-4.6,0.0,102960.0,4.0
19850217,4.0,5.6,83.0,4.1,1.2,-2.3,0.0,102750.0,0.0
19850218,4.0,7.3,96.0,4.0,0.9,-2.3,0.0,103240.0,0.0
19850219,5.0,3.8,71.0,5.3,-1.2,-6.4,0.0,103490.0,0.0
19850220,8.0,0.0,27.0,4.9,1.2,-3.0,0.1,103530.0,0.0
19850221,8.0,0.0,28.0,4.8,3.2,1.6,0.0,103290.0,0.0
19850222,8.0,0.0,28.0,11.6,3.5,2.2,0.0,103440.0,0.0
19850223,5.0,5.0,86.0,14.0,6.0,0.5,0.0,103130.0,0.0
19850224,6.0,6.7,100.0,11.1,7.7,1.4,0.0,103120.0,0.0
19850225,6.0,0.0,30.0,12.7,6.0,0.9,0.0,102410.0,0.0
19850226,5.0,1.8,59.0,12.1,6.2,-0.3,0.1,102480.0,0.0
19850227,4.0,0.4,40.0,8.2,7.0,1.9,0.0,102760.0,0.0
19850228,4.0,0.0,31.0,11.7,6.4,4.6,3.9,102450.0,0.0
19850301,7.0,2.0,69.0,9.2,6.8,2.0,1.9,101320.0,0.0
19850302,5.0,1.6,65.0,9.6,5.0,0.7,1.3,100960.0,0.0
19850303,7.0,0.0,36.0,9.8,7.2,4.8,3.6,100380.0,0.0
19850304,3.0,3.5,90.0,11.2,6.8,3.8,0.0,100580.0,0.0
19850305,1.0,9.2,146.0,11.7,5.1,-1.0,0.0,102320.0,0.0
19850306,2.0,8.9,145.0,10.4,5.0,-1.6,1.4,102980.0,0.0
19850307,7.0,0.2,45.0,12.4,5.9,1.4,0.1,102870.0,0.0
19850308,2.0,6.0,122.0,10.9,6.5,0.6,0.0,103420.0,0.0
19850309,7.0,1.7,73.0,12.6,6.8,2.8,0.0,103690.0,0.0
19850310,6.0,2.2,81.0,9.9,8.2,3.7,0.2,103600.0,0.0
19850311,5.0,8.0,146.0,11.1,6.4,2.8,0.0,104090.0,0.0
19850312,1.0,9.8,164.0,8.3,5.0,-1.1,0.0,103490.0,0.0
19850313,6.0,0.0,42.0,9.1,3.4,-1.5,0.1,102380.0,0.0
19850314,4.0,4.4,113.0,6.2,5.1,1.1,0.0,101530.0,0.0
19850315,6.0,2.7,93.0,5.8,2.4,-1.5,4.6,100700.0,0.0
19850316,6.0,3.9,110.0,6.0,2.2,-1.5,0.5,100170.0,0.0
19850317,5.0,2.2,89.0,7.5,1.8,-2.4,0.1,101180.0,0.0
19850318,2.0,10.2,180.0,4.9,2.8,-2.0,0.0,101910.0,0.0
19850319,4.0,4.6,122.0,4.5,1.7,-1.5,0.0,101300.0,0.0
19850320,5.0,4.7,125.0,6.9,0.6,-3.4,0.0,100110.0,0.0
19850321,8.0,0.0,47.0,9.6,2.6,-1.8,2.9,98630.0,0.0
19850322,7.0,0.8,70.0,7.8,5.7,1.8,2.1,98290.0,0.0
19850323,8.0,0.6,67.0,11.5,6.4,4.9,0.1,99430.0,0.0
19850324,6.0,3.2,111.0,9.7,7.9,4.3,0.1,99970.0,0.0
19850325,5.0,0.1,55.0,5.8,5.0,0.4,1.1,100050.0,0.0
19850326,8.0,0.0,50.0,8.5,5.0,4.2,11.0,99880.0,0.0
19850327,6.0,2.5,104.0,10.1,5.4,2.2,0.1,101130.0,0.0
19850328,5.0,5.6,147.0,10.0,3.9,-2.3,0.0,101850.0,0.0
19850329,8.0,0.0,52.0,12.0,7.0,4.0,0.7,101060.0,0.0
19850330,8.0,0.0,53.0,16.0,9.7,7.4,0.1,100070.0,0.0
19850331,7.0,6.6,164.0,17.6,12.2,8.4,2.1,100520.0,0.0
19850401,8.0,1.7,96.0,16.3,13.0,8.5,0.3,100470.0,0.0
19850402,6.0,6.2,162.0,18.6,12.4,8.5,0.0,101460.0,0.0
19850403,6.0,4.2,137.0,17.2,14.8,11.1,0.8,101240.0,0.0
19850404,7.0,0.4,71.0,12.8,13.4,9.5,0.3,100130.0,0.0
19850405,7.0,0.1,62.0,14.7,10.8,8.8,0.4,99550.0,0.0
19850406,6.0,3.3,127.0,14.0,10.8,7.0,1.2,99840.0,0.0
19850407,7.0,0.8,83.0,12.5,9.7,5.4,8.1,99310.0,0.0
19850408,7.0,1.6,101.0,14.5,10.0,7.5,0.2,99110.0,0.0
19850409,3.0,9.2,209.0,13.6,8.4,2.3,0.1,99970.0,0.0
19850410,6.0,6.4,176.0,11.4,8.9,4.2,3.5,100830.0,0.0
19850411,6.0,0.3,73.0,12.7,8.4,5.4,5.0,99910.0,0.0
19850412,5.0,7.5,193.0,12.4,8.8,5.0,0.4,100770.0,0.0
19850413,5.0,7.3,192.0,12.8,9.2,5.9,0.7,99920.0,0.0
19850414,5.0,6.1,177.0,13.7,9.9,7.0,0.0,100620.0,0.0
19850415,4.0,3.5,140.0,17.6,7.7,1.7,0.0,102250.0,0.0
19850416,6.0,7.0,192.0,16.0,12.5,7.4,0.0,102860.0,0.0
19850417,4.0,12.0,254.0,18.6,11.4,6.8,0.0,103120.0,0.0
19850418,3.0,9.5,226.0,20.2,12.6,6.5,0.0,102860.0,0.0
19850419,4.0,10.6,241.0,8.6,12.8,5.4,0.0,102020.0,0.0
19850420,6.0,2.0,119.0,11.4,7.8,7.1,6.3,101390.0,0.0
19850421,5.0,4.3,159.0,15.1,5.6,-0.1,0.0,101500.0,0.0
19850422,5.0,9.4,231.0,11.5,10.2,5.4,0.1,101980.0,0.0
19850423,5.0,7.0,200.0,13.1,8.0,4.6,0.0,102210.0,0.0
19850424,2.0,13.1,278.0,9.6,6.7,0.3,0.0,102540.0,0.0
19850425,6.0,0.3,82.0,12.6,7.4,5.2,0.0,102220.0,0.0
19850426,4.0,9.3,235.0,11.6,5.3,-2.0,0.0,101980.0,0.0
19850427,6.0,1.6,116.0,11.0,8.6,5.5,1.4,101060.0,0.0
19850428,4.0,8.5,227.0,12.6,4.8,-1.3,2.6,101730.0,0.0
19850429,8.0,0.1,76.0,16.8,7.8,3.0,1.9,101320.0,0.0
19850430,6.0,4.2,166.0,13.4,11.7,6.6,0.0,101400.0,0.0
19850501,7.0,6.8,207.0,13.5,9.7,6.0,0.0,101550.0,0.0
19850502,5.0,8.8,236.0,10.4,10.0,6.4,0.0,101090.0,0.0
19850503,7.0,0.5,93.0,13.3,9.0,7.5,0.1,101190.0,0.0
19850504,7.0,1.1,110.0,12.9,9.8,6.3,0.0,100790.0,0.0
19850505,6.0,3.7,162.0,17.0,9.2,5.6,0.0,99980.0,0.0
19850506,3.0,11.7,278.0,19.1,10.7,4.4,0.0,100500.0,0.0
19850507,5.0,8.3,234.0,15.1,13.0,6.9,0.0,101000.0,0.0
19850508,8.0,1.0,110.0,15.9,12.5,9.9,0.0,101210.0,0.0
19850509,5.0,5.2,190.0,13.0,11.6,7.4,0.0,101080.0,0.0
19850510,6.0,0.9,108.0,9.6,8.4,3.7,0.0,101700.0,0.0
19850511,8.0,0.0,75.0,12.7,8.4,7.2,0.0,102180.0,0.0
19850512,8.0,0.0,76.0,14.5,9.3,5.9,3.5,101500.0,0.0
19850513,7.0,2.4,144.0,11.8,11.0,7.4,0.4,100990.0,0.0
19850514,7.0,0.0,77.0,16.3,9.9,8.0,35.4,100690.0,0.0
19850515,7.0,1.9,134.0,20.8,12.8,9.3,0.0,101080.0,0.0
19850516,2.0,11.7,288.0,21.4,13.2,5.7,0.0,101880.0,0.0
19850517,2.0,7.8,236.0,21.3,15.3,9.2,0.0,102290.0,0.0
19850518,5.0,6.2,212.0,15.8,15.4,9.5,0.0,102080.0,0.0
19850519,8.0,0.0,78.0,19.8,13.2,10.5,0.1,101650.0,0.0
19850520,8.0,2.1,141.0,16.4,14.8,9.9,0.0,101220.0,0.0
19850521,6.0,3.8,174.0,15.0,14.2,12.1,14.6,100930.0,0.0
19850522,7.0,2.1,142.0,15.8,12.6,10.2,0.0,100670.0,0.0
19850523,6.0,3.3,166.0,16.9,12.4,8.9,0.0,100640.0,0.0
19850524,6.0,4.9,195.0,19.6,13.4,9.8,0.3,100560.0,0.0
19850525,7.0,5.1,199.0,20.8,15.2,10.7,1.4,101200.0,0.0
19850526,6.0,5.9,212.0,18.1,17.0,13.2,3.9,100920.0,0.0
19850527,6.0,1.2,123.0,18.6,15.0,11.8,5.0,100880.0,0.0
19850528,4.0,13.3,317.0,19.6,14.0,9.4,0.0,101950.0,0.0
19850529,3.0,14.9,337.0,19.1,14.2,8.8,0.0,102700.0,0.0
19850530,1.0,15.7,348.0,19.7,12.8,6.5,0.0,102740.0,0.0
